GKZ,Kreisname,Deutschlandatlas_KRS1222__fl_suv,Deutschlandatlas_KRS1222__fl_landw,Deutschlandatlas_KRS1222__fl_wald,Deutschlandatlas_KRS1222__bev_binw,Deutschlandatlas_KRS1222__bev_ausw,Deutschlandatlas_KRS1222__ko_kasskred,Deutschlandatlas_KRS1222__bev_u18,Deutschlandatlas_KRS1222__bev_18_65,Deutschlandatlas_KRS1222__bev_ue65,Deutschlandatlas_KRS1222__bev_ausl,Deutschlandatlas_KRS1222__mitgl_sportv,Deutschlandatlas_KRS1222__ew_sportv,Deutschlandatlas_KRS1222__wahl_beteil,Deutschlandatlas_KRS1222__preis_miet,Deutschlandatlas_KRS1222__wohn_eigen,Deutschlandatlas_KRS1222__wohn_leer,Deutschlandatlas_KRS1222__wohn_EZFH,Deutschlandatlas_KRS1222__wohn_MFH,Deutschlandatlas_KRS1222__heiz_wohn_best,Deutschlandatlas_KRS1222__heiz_wohn,Deutschlandatlas_KRS1222__bquali_unifh,Deutschlandatlas_KRS1222__bquali_mabschl,Deutschlandatlas_KRS1222__bquali_oabschl,Deutschlandatlas_KRS1222__erw_wachs,Deutschlandatlas_KRS1222__erw_vol,Deutschlandatlas_KRS1222__erw_mini,Deutschlandatlas_KRS1222__erw_minineben,Deutschlandatlas_KRS1222__teilz_insg,Deutschlandatlas_KRS1222__teilz_w,Deutschlandatlas_KRS1222__teilz_m,Deutschlandatlas_KRS1222__erw_bip,Deutschlandatlas_KRS1222__alq,Deutschlandatlas_KRS1222__hh_veink,Deutschlandatlas_KRS1222__elterng_v,Deutschlandatlas_KRS1222__schulden,Deutschlandatlas_KRS1222__grusi_insg,Deutschlandatlas_KRS1222__grusi_w,Deutschlandatlas_KRS1222__grusi_m,Deutschlandatlas_KRS1222__sozsich,Deutschlandatlas_KRS1222__auto,Deutschlandatlas_KRS1222__elade,Deutschlandatlas_KRS1222__eauto,Deutschlandatlas_KRS1222__v_harzt,Deutschlandatlas_KRS1222__v_karzt,Deutschlandatlas_KRS1222__schule_oabschl,Deutschlandatlas_KRS1222__kbetr_u3,Deutschlandatlas_KRS1222__kbetr_ue3,Deutschlandatlas_KRS1222__kbetr_ue6,Deutschlandatlas_KRS1222__kbtr_pers,Deutschlandatlas_KRS1222__kinder_bg,Deutschlandatlas_KRS1222__straft,Deutschlandatlas_KRS1222__einbr,Deutschlandatlas_KRS1221__preis_baul,Deutschlandatlas_KRS1221__pfl_ambu,Deutschlandatlas_KRS1221__pfl_stat,Deutschlandatlas_KRS1221__pfl_geld
03458000,Oldenburg,14.43,63.32,19.72,76.54,88.49,0,17.38,60.43,22.19,9.78,33.95,117.24,85.3,"7,00 bis unter 8,50",59.75847559098217,3.12,20.5,13.100000000000001,4.614375739739612,49.11,8.36,63.43,14.53,1.1,7.2,11.41,9.14,30.7,55.1,10.9,73.44,3.41,26.97,48.8,6.87,2.7,2.9,2.5,5.88,646.3,107.6,3.43,60.099999999999994,45.300000000000004,6.5,33.71,91.51,17.92,7.73,8.78,4276.65723268092,82.88963730183029,100 bis unter 200,15.8,19.4,54.3
03459000,Osnabrück,15.1,61.46,20.47,-169.95,333.62,75,18.16,60.26,21.59,10.64,30.9,84.92,84.6,"7,00 bis unter 8,50",55.459358855052464,3.57,19.0,17.4,7.134283525643732,55.56,9.89,66.02,13.44,0.93,3.9,11.81,9.24,29.4,55.3,9.2,75.05,3.36,26.49,53.2,6.9,2.8,3.1,2.4,5.48,649.4,136.72,3.62,60.099999999999994,45.0,7.35,34.78,87.11,14.24,6.58,6.83,4334.814224197957,58.70772020173611,100 bis unter 200,21.3,15.6,51.9
03460000,Vechta,17.15,64.58,13.93,2.25,134.49,3,19.92,62.9,17.18,14.97,35.34,76.23,83.7,"7,00 bis unter 8,50",55.44002661786725,2.38,28.900000000000002,25.4,5.907719525486913,34.5,9.88,61.82,16.01,1.26,2.6,10.99,8.9,25.7,52.0,7.1,77.48,3.73,26.41,45.9,7.21,3.7,4.2,3.1,6.05,622.9,191.94,4.36,56.8,47.1,5.02,38.19,93.6,13.38,7.4,9.07,4434.945958454711,76.22988756091584,100 bis unter 200,17.6,15.9,56.0
03461000,Wesermarsch,12.1,79.6,2.07,46.33,144.92,166,16.51,59.49,24.0,9.94,35.85,140.68,81.3,"5,50 bis unter 7,00",56.64152722130568,4.31,12.4,4.699999999999999,3.24874841537569,43.79,10.46,69.0,11.98,0.56,3.9,10.88,6.87,25.9,55.4,7.7,85.8,6.61,24.75,35.5,9.22,2.7,2.8,2.7,9.28,608.8,114.2,2.65,59.5,24.5,7.23,32.84,94.0,18.35,7.79,15.28,5323.329760628796,66.9882100750268,50 bis unter 100,17.2,19.3,51.2
03462000,Wittmund,11.41,75.22,6.23,98.53,139.14,55,16.32,58.35,25.32,6.76,44.55,191.92,82.1,"7,00 bis unter 8,50",62.31487383300214,5.17,30.0,17.0,3.2683648729494004,24.45,7.57,69.27,11.27,0.41,1.4,13.2,8.53,35.6,56.5,14.0,72.69,6.21,25.53,37.7,8.79,2.5,2.7,2.4,8.27,644.1,110.69,2.17,67.69999999999999,38.199999999999996,6.8,28.34,89.12,11.14,7.5,13.0,4645.384602203601,41.124762247468254,50 bis unter 100,28.0,10.0,51.3
04011000,"Bremen, Stadt",59.55,29.44,2.5,-69.46,206.11,0,16.87,62.17,20.96,20.94,22.71,53.92,79.1,"8,50 bis unter 10,00",36.24336059500149,3.28,3.8,20.5,0.9599360042663821,26.07,21.38,55.85,13.78,0.7,4.8,8.49,6.82,31.2,51.9,15.4,87.13,9.96,24.11,40.5,10.62,7.8,7.9,7.8,16.8,430.3,125.27,2.86,61.6,71.7,8.75,32.22,85.8,19.92,6.35,28.28,14274.775376012476,268.1789123913761,300 bis unter 500,22.5,14.8,50.3
04012000,"Bremerhaven, Stadt",47.23,19.11,3.87,-6.06,242.23,0,18.5,59.68,21.82,21.6,15.59,60.62,71.1,"5,50 bis unter 7,00",29.735001901109253,5.9,2.2,12.0,1.6919846856860563,29.88,13.77,59.02,16.2,0.17,1.5,9.61,5.96,33.2,51.0,16.0,66.74,14.08,19.3,23.4,19.02,7.2,7.4,7.0,20.74,456.6,90.43,2.33,60.0,61.8,12.54,23.17,80.28,18.59,4.94,31.75,12845.117261925381,253.74995669795962,100 bis unter 200,27.9,9.2,50.9
05111000,"Düsseldorf, Stadt",61.73,17.5,13.38,-34.97,199.03,0,16.38,64.41,19.21,22.33,22.73,68.04,82.0,"11,50 und mehr",21.508119540669398,3.0,2.3000000000000003,26.5,2.1161085113442635,11.42,30.88,46.67,12.47,1.26,7.3,6.95,5.71,26.0,38.7,14.7,103.36,7.0,29.83,44.0,9.6,9.2,9.0,9.5,11.8,514.1,238.51,4.82,62.599999999999994,61.900000000000006,4.35,39.22,96.26,8.58,5.59,16.82,12617.81711064515,220.01535656318208,500 und mehr,20.9,13.1,55.6
05112000,"Duisburg, Stadt",60.92,16.18,11.53,6.49,181.18,1496,17.95,61.64,20.41,23.76,18.75,74.07,76.5,"7,00 bis unter 8,50",26.01892538167549,4.3,1.7999999999999998,12.3,2.382002988148045,38.19,14.83,58.51,16.5,0.41,0.0,9.42,5.13,26.8,47.0,12.5,89.55,12.77,19.21,25.2,15.89,5.8,5.9,5.6,17.11,476.6,62.01,2.15,53.6,43.6,9.05,18.53,74.71,8.42,7.17,28.68,9540.014057836248,194.53974524651989,200 bis unter 300,15.5,12.7,59.6
05113000,"Essen, Stadt",66.15,14.82,15.79,-141.4,266.19,1613,17.0,61.34,21.65,18.73,21.36,83.14,80.1,"7,00 bis unter 8,50",25.563240842319324,4.0,1.3,9.8,1.7444195969647414,39.97,21.97,52.35,14.82,0.69,5.2,10.15,6.07,30.9,46.2,16.8,81.54,10.55,23.9,36.2,12.52,7.1,6.9,7.4,17.32,508.2,134.82,3.36,58.3,48.5,7.71,31.77,87.32,8.77,6.2,29.32,9607.581511512539,191.24841766738513,300 bis unter 500,18.8,17.5,48.9
05114000,"Krefeld, Stadt",56.21,30.19,10.1,-18.08,133.74,1233,16.98,60.79,22.22,19.5,29.0,87.56,78.7,"8,50 bis unter 10,00",35.388446820142136,4.19,1.7999999999999998,4.0,2.7825150345570417,58.21,16.61,59.6,14.54,0.55,3.5,9.42,6.53,28.7,47.8,14.2,79.42,10.5,23.64,30.6,13.53,6.1,6.3,5.9,14.19,538.6,71.18,2.84,66.2,68.1,8.88,27.13,87.95,8.47,6.28,21.91,9761.148030434364,241.65375219983716,300 bis unter 500,18.5,11.4,62.1
05116000,"Mönchengladbach, Stadt",50.29,36.16,11.67,-146.87,471.09,1660,17.49,61.57,20.94,20.91,52.99,74.5,77.3,"7,00 bis unter 8,50",36.84952479119613,3.88,5.0,4.1,2.8457142857142856,70.9,14.54,56.94,17.46,1.09,7.4,10.59,7.58,29.3,47.4,13.2,72.47,9.7,23.28,28.6,14.15,6.8,6.9,6.6,16.01,536.9,117.31,2.91,61.5,58.5,7.85,23.23,83.21,8.4,6.2,25.19,10069.841506341609,161.28731864488853,300 bis unter 500,17.0,10.7,63.5
05117000,"Mülheim an der Ruhr, Stadt",55.9,22.39,19.14,12.47,144.49,5176,16.96,59.09,23.95,18.23,23.27,92.81,83.4,"7,00 bis unter 8,50",33.77998500749625,3.75,5.4,10.2,2.5658592644978784,47.76,21.41,55.2,13.75,-0.34,-4.3,10.3,6.48,27.0,46.2,12.0,85.66,8.14,25.8,36.2,10.33,5.2,5.3,5.0,14.19,551.3,52.06,3.07,57.1,44.400000000000006,4.17,32.66,87.43,9.27,7.43,24.69,7473.724507552029,283.0560775852068,300 bis unter 500,20.2,14.7,52.8
05119000,"Oberhausen, Stadt",72.6,8.3,16.14,-3.6,165.35,7217,17.01,60.58,22.4,17.99,17.47,88.23,79.4,"7,00 bis unter 8,50",31.53420399188733,3.79,1.7999999999999998,6.3,2.211222897724216,27.65,12.38,58.38,17.68,0.2,3.5,12.31,7.38,33.3,55.0,14.0,67.65,10.45,20.91,28.8,12.87,5.2,5.4,5.0,15.31,540.8,131.61,2.36,53.8,46.6,6.08,24.37,82.41,8.4,6.91,26.03,8668.842257048533,179.2964747846545,300 bis unter 500,22.0,11.9,51.9
05120000,"Remscheid, Stadt",43.52,21.16,33.39,21.22,93.24,3774,17.49,60.45,22.06,20.54,15.67,90.58,78.2,"5,50 bis unter 7,00",35.84588082474981,4.93,2.6,6.3,2.3601248670714554,80.0,14.91,59.9,16.38,0.06,0.7,10.4,8.35,26.6,49.8,9.1,72.19,7.61,23.76,31.4,12.11,3.5,3.6,3.5,12.19,569.9,145.54,3.04,61.3,60.9,5.95,25.3,87.42,7.87,5.94,19.2,6701.7129461074655,88.79969452905083,200 bis unter 300,17.6,14.1,57.6
05122000,"Solingen, Klingenstadt",48.74,20.08,29.5,53.41,98.85,2484,17.43,61.06,21.51,18.48,15.76,75.94,80.1,"7,00 bis unter 8,50",36.43552080565782,3.95,5.4,26.299999999999997,3.443539332552973,74.26,13.56,56.82,20.65,0.38,-0.3,10.05,7.67,29.1,47.5,12.2,75.54,7.81,24.69,34.2,13.71,4.2,4.3,4.0,11.55,581.4,99.35,3.42,58.099999999999994,60.4,7.65,28.93,88.15,8.09,5.98,18.03,7369.1352875631055,107.6922119233331,300 bis unter 500,18.1,16.0,54.9
05124000,"Wuppertal, Stadt",49.91,19.45,28.29,-18.0,176.61,2198,17.88,61.42,20.7,22.96,17.72,84.99,78.9,"7,00 bis unter 8,50",29.015905729054133,4.34,1.0,3.7,2.070263815230258,26.19,17.55,55.93,17.17,0.64,0.7,10.76,7.18,31.1,47.6,16.3,80.3,9.51,22.71,36.3,14.54,6.9,6.9,6.9,16.55,502.0,77.25,3.03,58.9,61.6,6.48,22.09,82.59,9.41,6.97,26.7,9064.133572598892,126.22744346236583,300 bis unter 500,19.1,15.9,53.3
05154000,Kleve,17.34,62.87,14.9,68.71,122.15,77,16.91,61.61,21.48,17.64,28.81,111.18,81.5,"7,00 bis unter 8,50",50.62314864108549,2.71,11.200000000000001,17.4,9.550385775271218,74.26,10.52,61.27,14.38,1.14,7.2,12.4,8.05,32.2,53.9,12.0,74.16,5.57,23.83,35.7,8.63,3.1,3.2,2.9,7.54,629.8,161.91,2.93,53.7,40.7,7.04,31.61,92.45,8.43,6.28,9.38,7268.940461649285,112.1237746249491,100 bis unter 200,20.7,13.4,56.0
05158000,Mettmann,39.82,35.44,21.15,55.15,112.82,960,17.3,58.71,23.99,14.6,23.54,82.69,83.1,"8,50 bis unter 10,00",42.87141429998573,2.96,8.100000000000001,12.5,2.646277923063103,42.71,19.09,56.02,13.61,0.67,4.4,9.97,8.0,25.8,46.8,11.2,87.14,6.42,28.07,38.5,8.28,3.6,3.8,3.4,10.06,617.9,154.77,3.85,61.4,53.8,5.51,31.43,91.17,9.02,6.24,15.84,6076.840467625165,124.7463219230942,500 und mehr,18.0,14.5,56.2
05162000,Rhein-Kreis Neuss,31.32,51.32,9.57,8.44,135.09,616,17.77,59.7,22.53,13.58,25.83,85.29,83.9,"8,50 bis unter 10,00",47.42020863989168,2.63,6.8999999999999995,16.8,5.106172839506173,48.92,15.87,57.34,14.76,1.1,6.4,10.23,7.62,29.6,50.7,12.9,93.59,5.63,27.9,38.2,8.47,3.5,3.7,3.3,8.27,612.5,127.9,3.37,60.199999999999996,47.1,4.56,33.03,93.79,8.73,6.26,12.91,6579.568914237727,216.28643409496485,500 und mehr,12.9,12.9,63.4
05166000,Viersen,26.49,50.77,19.34,41.05,89.9,183,16.37,60.39,23.24,11.64,24.9,91.07,83.1,"8,50 bis unter 10,00",51.6296787724442,2.83,8.8,10.4,5.411755119778369,52.42,11.4,59.81,15.96,0.89,6.5,13.23,8.63,31.7,52.7,13.1,71.18,5.63,26.87,37.8,8.14,2.9,3.1,2.7,7.55,640.1,153.95,3.22,60.199999999999996,48.9,5.63,32.07,93.73,8.34,6.3,10.97,6255.940867183813,145.57201826629708,200 bis unter 300,14.8,9.7,67.1
05170000,Wesel,22.56,51.5,19.26,74.83,101.0,885,16.36,59.33,24.31,11.18,26.51,98.96,83.1,"7,00 bis unter 8,50",47.16339565671815,3.05,6.7,13.100000000000001,5.281132971148268,43.57,11.37,63.79,14.28,0.55,6.2,13.58,7.36,32.3,54.1,11.9,75.28,6.81,25.7,38.3,8.54,2.9,3.2,2.6,9.16,632.5,139.44,3.19,55.599999999999994,44.0,6.68,28.76,88.92,8.6,6.62,13.63,5768.958307394416,185.04286898020342,200 bis unter 300,19.2,11.8,57.2
05314000,"Bonn, Stadt",52.37,12.46,30.77,-170.24,315.25,1997,17.27,64.26,18.47,19.44,23.99,104.32,84.9,"10,00 bis unter 11,50",29.143353729673105,2.87,3.0,15.600000000000001,3.1142983080731024,29.44,34.8,43.44,11.91,1.17,3.8,8.7,5.44,33.0,45.6,19.1,104.46,6.82,26.81,48.8,6.85,7.0,6.7,7.3,11.14,523.2,161.65,5.25,62.400000000000006,66.39999999999999,3.99,36.34,95.06,8.75,5.75,17.95,9930.304786530545,179.51347094051388,500 und mehr,22.7,16.2,51.9
05315000,"Köln, Stadt",60.33,16.09,17.9,-69.95,180.04,545,16.32,66.04,17.65,20.04,30.7,67.38,83.1,"11,50 und mehr",24.198945662637914,2.51,3.0,16.299999999999997,2.4146901138875085,21.07,28.92,46.55,14.36,1.41,6.8,7.99,6.13,30.0,44.1,17.8,92.72,8.66,27.11,47.6,9.5,9.1,9.2,9.1,13.66,457.6,160.39,4.04,61.5,63.5,4.83,36.71,95.77,8.61,5.86,20.52,12746.593709066205,218.8359292829943,500 und mehr,16.1,12.0,62.1
05316000,"Leverkusen, Stadt",57.69,22.48,14.8,2.53,148.06,2448,17.66,60.63,21.71,19.03,21.57,80.85,81.2,"8,50 bis unter 10,00",32.27819111402716,2.51,3.4000000000000004,6.8999999999999995,2.3698995381612153,53.49,21.89,56.49,13.37,0.24,-3.2,8.4,5.99,28.8,47.6,13.9,101.55,7.26,24.13,39.3,9.54,4.9,5.2,4.5,12.4,555.7,89.37,3.3,65.8,62.5,6.28,27.13,90.3,7.78,6.24,19.71,7053.478775007843,159.8812655356324,300 bis unter 500,15.9,9.5,66.5
05334000,Städteregion Aachen,27.67,37.33,32.79,-6.11,147.08,1027,15.79,63.39,20.82,17.67,12.38,60.26,82.1,"8,50 bis unter 10,00",34.589288442573995,3.23,6.4,19.7,3.788838934322345,43.87,24.02,51.57,16.15,0.71,4.8,11.91,6.75,32.0,49.6,17.3,78.29,7.38,22.37,41.0,9.23,4.9,5.0,4.7,10.84,537.0,177.52,3.54,65.6,64.80000000000001,7.31,33.91,91.81,8.51,5.74,16.89,9302.846456993844,205.31179840692266,200 bis unter 300,16.3,12.8,62.8
05358000,Düren,16.64,54.85,21.47,73.59,117.6,1132,17.4,60.58,22.02,13.13,26.4,136.62,82.6,"7,00 bis unter 8,50",51.43297919714994,2.97,18.700000000000003,15.600000000000001,7.044417401886219,70.69,15.32,58.74,16.06,0.8,4.9,12.99,8.62,32.5,54.9,13.5,71.69,7.06,23.73,35.5,9.79,3.2,3.3,3.1,10.06,621.2,145.44,3.2,62.300000000000004,44.5,7.44,30.86,90.19,9.23,5.58,14.9,6364.069371162303,170.95405655883883,100 bis unter 200,14.4,13.5,64.1
05362000,Rhein-Erft-Kreis,28.3,50.38,13.93,33.11,127.73,434,17.86,60.23,21.91,14.24,22.85,86.8,83.8,"10,00 bis unter 11,50",50.13667675037359,2.45,9.9,18.0,4.772366654461126,34.64,14.45,57.96,15.53,0.48,3.1,11.61,8.83,28.6,50.2,12.3,98.9,6.14,25.72,39.3,9.07,3.5,3.7,3.2,8.57,604.7,107.47,3.11,60.300000000000004,44.6,5.24,31.07,88.26,8.73,6.21,13.13,6879.149010930173,173.17610838983867,300 bis unter 500,18.0,10.6,61.1
05366000,Euskirchen,13.58,45.29,38.91,69.96,99.93,215,17.16,60.25,22.59,9.15,23.77,129.28,83.2,"7,00 bis unter 8,50",58.160730917638716,4.25,25.5,23.5,10.046885465505694,61.35,10.23,65.19,14.86,0.75,2.2,11.6,8.16,32.4,54.5,12.2,72.06,5.64,24.4,39.3,8.87,2.7,2.7,2.6,7.29,796.7,122.37,5.23,63.5,40.8,7.42,27.0,92.24,8.99,5.76,10.36,5948.379443033354,122.68881149016208,100 bis unter 200,16.4,13.7,61.1
05370000,Heinsberg,24.29,60.48,11.69,55.19,117.82,84,17.25,60.87,21.88,13.53,22.13,116.49,81.7,"7,00 bis unter 8,50",55.21468723836862,3.17,23.1,21.7,9.422179301464672,79.61,10.25,62.64,16.9,1.36,10.0,13.37,7.74,31.9,54.7,12.0,69.8,5.41,23.64,35.2,9.49,2.8,3.0,2.6,8.1,642.2,109.86,2.99,61.7,45.300000000000004,5.3,27.28,90.11,8.38,6.29,11.1,5393.896109352144,95.09878433963634,100 bis unter 200,16.6,11.4,64.0
05374000,Oberbergischer Kreis,20.1,37.65,40.18,37.22,144.66,1268,18.11,59.81,22.08,11.44,26.38,123.82,83.1,"7,00 bis unter 8,50",54.19903810580836,4.16,13.3,10.1,7.692828502433629,60.93,15.09,63.08,15.02,0.63,4.8,10.93,8.19,26.7,50.6,8.6,74.0,5.31,25.55,43.1,7.92,3.3,3.6,2.9,7.27,667.3,108.41,3.22,54.1,39.5,4.72,25.04,83.74,8.18,6.27,10.14,4202.190236888353,86.05539498336988,100 bis unter 200,22.5,14.2,54.4
05378000,Rheinisch-Bergischer Kreis,25.85,34.41,37.66,24.7,119.74,362,17.13,58.99,23.88,11.01,21.61,75.82,85.9,"8,50 bis unter 10,00",51.26335119739159,3.15,8.8,17.8,5.764888011475806,55.51,18.0,58.94,14.38,0.54,3.8,12.29,8.96,33.2,52.8,13.6,76.02,5.64,29.66,44.7,6.84,3.3,3.4,3.1,7.98,645.6,99.43,3.72,59.3,49.1,4.59,33.12,91.07,8.93,6.29,12.13,4776.163207121968,142.90056706019644,300 bis unter 500,21.1,12.4,57.9
05382000,Rhein-Sieg-Kreis,24.23,41.45,31.27,34.19,124.26,846,17.8,59.85,22.35,11.84,23.34,90.25,84.6,"8,50 bis unter 10,00",52.39969916045615,2.55,12.2,17.5,6.579528515430906,68.9,15.13,59.06,15.19,1.11,7.5,12.16,8.67,33.0,53.7,15.3,77.33,5.43,27.24,42.0,7.1,3.3,3.6,3.0,7.63,616.8,118.95,3.24,62.5,46.1,4.15,29.09,90.47,8.48,6.3,11.22,4918.013923249526,115.39694411796133,300 bis unter 500,16.5,13.4,61.6
05512000,"Bottrop, Stadt",42.24,28.23,25.36,51.98,69.0,1235,16.26,60.29,23.44,12.73,19.19,90.59,80.9,"7,00 bis unter 8,50",37.22158438576349,3.17,5.2,10.9,4.771098091225007,43.68,10.48,61.03,17.33,-0.28,-0.1,14.05,8.06,32.5,51.9,15.1,66.77,7.72,23.43,34.9,9.59,3.1,3.3,2.8,11.27,592.3,119.42,2.66,53.6,46.5,4.81,25.93,91.27,8.87,6.44,18.02,6864.61270139612,174.40925215683285,200 bis unter 300,17.1,15.6,51.0
