GKZ,Kreisname,Deutschlandatlas_KRS1222__fl_suv,Deutschlandatlas_KRS1222__fl_landw,Deutschlandatlas_KRS1222__fl_wald,Deutschlandatlas_KRS1222__bev_binw,Deutschlandatlas_KRS1222__bev_ausw,Deutschlandatlas_KRS1222__ko_kasskred,Deutschlandatlas_KRS1222__bev_u18,Deutschlandatlas_KRS1222__bev_18_65,Deutschlandatlas_KRS1222__bev_ue65,Deutschlandatlas_KRS1222__bev_ausl,Deutschlandatlas_KRS1222__mitgl_sportv,Deutschlandatlas_KRS1222__ew_sportv,Deutschlandatlas_KRS1222__wahl_beteil,Deutschlandatlas_KRS1222__preis_miet,Deutschlandatlas_KRS1222__wohn_eigen,Deutschlandatlas_KRS1222__wohn_leer,Deutschlandatlas_KRS1222__wohn_EZFH,Deutschlandatlas_KRS1222__wohn_MFH,Deutschlandatlas_KRS1222__heiz_wohn_best,Deutschlandatlas_KRS1222__heiz_wohn,Deutschlandatlas_KRS1222__bquali_unifh,Deutschlandatlas_KRS1222__bquali_mabschl,Deutschlandatlas_KRS1222__bquali_oabschl,Deutschlandatlas_KRS1222__erw_wachs,Deutschlandatlas_KRS1222__erw_vol,Deutschlandatlas_KRS1222__erw_mini,Deutschlandatlas_KRS1222__erw_minineben,Deutschlandatlas_KRS1222__teilz_insg,Deutschlandatlas_KRS1222__teilz_w,Deutschlandatlas_KRS1222__teilz_m,Deutschlandatlas_KRS1222__erw_bip,Deutschlandatlas_KRS1222__alq,Deutschlandatlas_KRS1222__hh_veink,Deutschlandatlas_KRS1222__elterng_v,Deutschlandatlas_KRS1222__schulden,Deutschlandatlas_KRS1222__grusi_insg,Deutschlandatlas_KRS1222__grusi_w,Deutschlandatlas_KRS1222__grusi_m,Deutschlandatlas_KRS1222__sozsich,Deutschlandatlas_KRS1222__auto,Deutschlandatlas_KRS1222__elade,Deutschlandatlas_KRS1222__eauto,Deutschlandatlas_KRS1222__v_harzt,Deutschlandatlas_KRS1222__v_karzt,Deutschlandatlas_KRS1222__schule_oabschl,Deutschlandatlas_KRS1222__kbetr_u3,Deutschlandatlas_KRS1222__kbetr_ue3,Deutschlandatlas_KRS1222__kbetr_ue6,Deutschlandatlas_KRS1222__kbtr_pers,Deutschlandatlas_KRS1222__kinder_bg,Deutschlandatlas_KRS1222__straft,Deutschlandatlas_KRS1222__einbr,Deutschlandatlas_KRS1221__preis_baul,Deutschlandatlas_KRS1221__pfl_ambu,Deutschlandatlas_KRS1221__pfl_stat,Deutschlandatlas_KRS1221__pfl_geld
08237000,Freudenstadt,9.98,25.9,62.74,42.83,146.99,7,17.43,61.05,21.53,14.56,33.76,138.66,82.7,"8,50 bis unter 10,00",59.44754413244306,5.84,18.700000000000003,15.4,19.064170680437627,57.64,12.38,67.16,13.8,0.63,3.7,10.28,10.17,25.2,48.1,7.0,80.45,3.45,26.7,50.2,6.58,2.1,2.3,1.8,4.62,666.1,174.73,3.15,58.2,44.3,8.63,22.88,89.36,13.27,8.29,5.75,3524.1490871876135,28.061140272688256,100 bis unter 200,14.0,18.7,53.6
08311000,"Freiburg im Breisgau, Stadtkreis",32.29,22.49,43.17,-187.47,358.01,0,16.02,66.75,17.23,18.68,53.31,83.43,85.7,"11,50 und mehr",26.074576628672368,2.53,2.8000000000000003,36.0,6.657893619730866,44.58,31.76,48.73,13.97,1.33,2.2,9.53,6.96,38.3,52.5,22.7,79.13,5.16,25.18,60.5,6.18,6.1,5.8,6.4,8.67,401.6,201.07,4.31,79.5,64.4,8.25,46.61,97.6,18.22,5.26,12.79,11296.264927585331,77.07292284238164,500 und mehr,14.6,22.1,49.9
08315000,Breisgau-Hochschwarzwald,10.79,39.2,47.62,62.83,112.17,15,17.78,59.36,22.85,13.97,38.86,127.06,85.4,"10,00 bis unter 11,50",51.64677959488897,3.46,16.299999999999997,16.5,15.038449287891886,55.2,15.36,63.34,14.41,0.91,-0.4,11.9,11.33,32.6,55.4,12.9,72.0,3.17,27.55,53.3,5.43,2.4,2.4,2.4,5.06,604.0,203.33,3.76,62.699999999999996,51.1,4.3,32.54,88.92,15.07,7.0,7.27,4427.889815816379,68.90215893431328,300 bis unter 500,17.2,17.1,53.2
08316000,Emmendingen,11.48,39.98,45.9,64.68,125.38,22,17.85,60.13,22.02,12.96,34.44,136.26,84.8,"10,00 bis unter 11,50",54.180880602935346,3.55,18.0,24.4,17.583961021204665,62.34,14.78,63.38,13.57,1.28,5.1,11.39,11.24,32.3,55.7,12.0,78.56,2.8,26.9,56.0,5.43,2.5,2.6,2.3,4.93,611.9,119.79,3.43,64.7,47.1,10.04,33.03,90.28,16.15,6.88,6.65,4097.171863669326,57.31128213525463,300 bis unter 500,19.6,17.5,49.9
08317000,Ortenaukreis,12.2,37.44,47.31,59.13,135.42,7,17.74,60.61,21.66,14.6,42.85,137.59,81.9,"8,50 bis unter 10,00",53.027133499259435,4.33,15.0,16.1,18.245777496779347,65.16,11.8,66.34,14.08,1.0,2.5,10.51,9.51,27.7,50.9,8.5,79.74,3.59,26.4,52.3,7.1,2.5,2.7,2.3,5.4,636.3,209.7,3.2,63.3,43.7,6.7,32.5,91.46,14.66,7.01,8.17,6534.731887255734,42.77130927730065,200 bis unter 300,16.3,18.9,50.9
08325000,Rottweil,13.35,42.13,43.01,22.93,146.22,11,18.27,60.15,21.58,14.34,45.15,152.88,82.9,"8,50 bis unter 10,00",62.26372995888184,6.16,23.700000000000003,16.599999999999998,20.12010269650861,75.3,11.89,67.51,15.16,0.34,1.3,9.38,9.64,25.3,48.0,6.7,84.22,3.05,27.89,48.2,6.52,2.2,2.5,1.8,4.59,682.1,146.78,3.03,50.5,32.2,6.0,24.91,89.14,13.29,7.54,5.57,3343.7826541274817,30.155757996535595,100 bis unter 200,14.9,15.4,56.6
08326000,Schwarzwald-Baar-Kreis,11.84,40.99,45.84,22.01,178.65,12,17.59,59.67,22.75,18.67,35.17,131.23,81.5,"8,50 bis unter 10,00",51.87819313065911,5.24,9.1,9.200000000000001,11.897993617723655,48.11,13.66,65.11,15.23,0.66,-0.1,11.07,10.69,26.9,47.4,8.5,75.75,4.04,26.79,44.6,7.45,2.9,3.1,2.6,5.67,621.7,178.57,2.99,57.800000000000004,43.8,9.04,28.23,87.47,13.82,6.81,8.43,3673.4336797417823,38.67741653275379,100 bis unter 200,19.5,17.5,51.4
08327000,Tuttlingen,12.18,36.61,50.01,25.47,148.53,0,19.11,60.95,19.94,19.69,37.27,120.09,81.5,"8,50 bis unter 10,00",60.82597851112816,4.68,13.700000000000001,17.4,14.155720370535848,51.33,13.78,63.81,16.97,1.13,-0.3,9.75,8.88,22.1,43.6,6.2,82.07,4.02,28.33,45.7,7.53,2.4,2.6,2.1,5.09,637.6,166.26,3.16,44.900000000000006,35.699999999999996,8.03,23.05,89.52,11.19,7.37,7.2,3187.913673036973,24.846263743089633,200 bis unter 300,12.6,14.9,60.2
08335000,Konstanz,15.96,48.69,33.48,77.76,112.42,3,16.82,61.61,21.57,17.43,37.4,127.83,82.5,"11,50 und mehr",43.677600642275486,3.19,12.8,23.3,11.386495949054556,65.83,19.14,58.73,14.6,0.97,0.5,12.42,9.04,32.8,51.8,13.9,78.35,3.71,27.74,43.8,7.71,3.0,3.2,2.8,6.07,563.8,137.96,3.59,59.800000000000004,52.300000000000004,6.84,33.02,89.28,14.15,6.68,9.42,6099.77851302945,36.57269421126029,300 bis unter 500,15.1,18.2,56.1
08336000,Lörrach,13.1,33.76,51.62,73.12,109.04,24,18.03,60.79,21.18,18.01,32.67,121.45,80.7,"11,50 und mehr",50.44736866304358,4.16,10.2,25.099999999999998,12.884458385253298,50.0,14.79,62.32,15.62,0.23,-4.9,10.67,7.73,32.0,53.1,11.5,79.6,4.32,28.93,31.8,7.43,3.1,3.3,2.9,6.24,595.3,167.78,3.68,54.6,50.9,5.84,28.52,89.85,12.57,6.41,8.97,12384.830942337154,66.08676247816777,300 bis unter 500,18.8,16.7,50.4
08337000,Waldshut,10.54,38.49,49.38,51.02,127.58,25,17.84,59.85,22.31,18.24,35.77,161.42,80.6,"8,50 bis unter 10,00",54.27611406377759,5.32,15.700000000000001,20.2,21.146945133560262,76.28,11.12,66.43,16.2,0.31,-3.8,12.22,8.32,31.7,54.2,9.5,75.99,3.99,27.69,28.5,7.75,2.4,2.7,2.0,5.13,640.2,204.92,3.73,53.2,52.800000000000004,6.36,29.53,97.04,13.46,7.41,7.81,3928.859679465006,25.94258042199931,200 bis unter 300,19.7,15.9,54.0
08415000,Reutlingen,13.48,47.09,38.0,21.08,118.51,0,17.78,60.91,21.31,17.62,33.01,89.48,83.6,"10,00 bis unter 11,50",56.80775429316102,4.21,12.7,24.900000000000002,13.415366798161484,63.56,19.68,59.51,13.96,0.89,-1.0,9.4,9.22,28.9,50.7,9.9,80.78,3.89,27.14,49.4,6.92,2.5,2.7,2.2,5.65,630.1,160.54,3.4,60.7,50.8,7.06,29.63,90.52,13.1,7.0,8.53,4596.2234655257525,40.45307443365696,300 bis unter 500,14.8,15.3,56.7
08416000,Tübingen,18.44,45.21,34.72,-23.54,151.54,0,17.09,64.35,18.56,15.18,35.57,87.2,87.0,"11,50 und mehr",48.54839791820421,3.61,13.3,17.5,13.234597156398104,70.43,27.4,54.7,12.95,1.77,6.6,11.61,8.64,37.0,54.1,17.7,73.13,3.17,26.49,58.1,4.73,2.4,2.4,2.3,4.69,553.5,209.11,3.81,59.800000000000004,46.4,6.7,37.83,92.7,15.03,6.31,7.21,4095.7375978831888,18.041004626229043,300 bis unter 500,16.9,12.9,58.0
08417000,Zollernalbkreis,13.85,43.83,40.98,-64.17,245.09,0,17.12,60.36,22.52,15.42,39.5,157.32,81.8,"8,50 bis unter 10,00",65.3056722932968,5.7,14.399999999999999,10.4,16.598475386536887,93.75,12.01,67.4,14.64,0.78,4.9,10.22,10.49,27.4,49.3,7.8,78.13,4.21,27.98,46.8,7.17,1.6,1.7,1.4,4.35,681.2,133.44,2.91,49.3,43.6,6.67,26.11,88.91,12.2,7.59,6.6,3875.591895878076,15.525137785597847,100 bis unter 200,16.4,12.9,58.3
08421000,"Ulm, Stadtkreis",33.54,42.8,21.13,-48.86,212.21,0,16.47,64.8,18.74,22.82,42.57,59.72,83.5,"11,50 und mehr",33.83187543454007,3.36,4.0,16.9,3.7039335867794247,27.88,26.56,53.94,13.33,0.73,-1.5,8.14,8.56,26.3,43.5,10.5,87.71,3.96,30.22,52.0,6.91,4.8,5.0,4.4,6.95,523.4,331.01,4.41,81.1,90.1,7.25,36.17,93.59,13.1,4.25,10.57,7919.1486721270785,36.45445519980144,500 und mehr,17.1,17.9,53.5
08425000,Alb-Donau-Kreis,12.1,56.18,29.89,43.66,99.47,5,18.71,61.21,20.08,15.52,40.29,104.21,85.9,"8,50 bis unter 10,00",63.81888182913291,5.01,22.5,19.7,20.165347097677266,64.06,9.72,67.88,13.77,0.93,4.0,11.76,11.9,26.3,53.9,6.9,84.91,2.64,26.83,51.6,5.4,1.7,1.9,1.6,3.74,658.3,335.04,3.54,57.400000000000006,42.599999999999994,5.63,21.9,91.32,11.24,7.2,5.39,2557.8340148955926,28.645370315494183,100 bis unter 200,17.9,15.9,55.5
08426000,Biberach,12.27,57.34,28.61,47.94,111.23,1,18.91,61.44,19.65,12.83,40.2,117.67,85.2,"8,50 bis unter 10,00",61.45245074184312,4.97,33.9,26.6,21.87045085615542,73.44,17.2,65.87,11.93,1.22,4.4,9.74,9.97,25.8,50.0,7.6,106.51,2.44,27.26,57.6,5.42,2.1,2.4,1.9,3.71,662.3,114.13,3.7,59.400000000000006,30.5,5.97,26.32,91.17,12.94,7.42,4.77,2955.746127362442,21.306164745076583,200 bis unter 300,14.1,15.8,57.8
08435000,Bodenseekreis,15.25,54.98,28.14,40.86,153.79,0,17.04,59.63,23.33,15.97,36.86,100.13,84.0,"11,50 und mehr",49.537441759930836,3.88,10.3,31.0,12.536563151349553,57.22,24.11,57.94,11.73,0.91,-0.8,9.17,8.68,29.3,52.4,11.3,90.51,3.19,29.6,56.1,5.9,2.8,3.0,2.5,5.19,638.8,212.02,3.69,61.6,63.5,8.18,28.79,89.91,13.69,6.79,7.08,4475.735479004275,38.614892776320985,300 bis unter 500,17.3,16.4,54.5
08436000,Ravensburg,11.02,57.37,28.78,31.93,116.36,172,17.88,61.4,20.72,13.26,39.86,107.25,84.0,"10,00 bis unter 11,50",53.69932326586879,3.7,15.0,18.5,17.76455055723969,62.69,16.64,65.58,12.41,1.1,4.4,10.56,10.48,31.6,52.7,11.4,87.55,2.76,27.74,56.5,5.7,2.3,2.4,2.2,5.03,639.6,218.14,3.66,60.9,55.199999999999996,6.88,25.86,90.11,16.49,7.57,6.45,4363.877612053171,20.62486464932574,300 bis unter 500,18.6,16.0,53.5
08437000,Sigmaringen,10.31,48.99,38.92,-305.94,503.04,0,17.54,61.23,21.24,13.47,39.7,153.68,82.8,"8,50 bis unter 10,00",60.79401907708172,4.8,27.200000000000003,11.799999999999999,20.159456949825493,69.36,10.87,68.95,14.4,0.64,4.4,11.06,10.52,29.0,53.4,8.9,79.22,3.37,25.79,49.8,7.21,2.1,2.2,2.0,4.56,671.2,126.55,3.01,53.0,41.0,8.47,25.63,86.46,13.01,7.7,4.94,5315.379163713678,27.6026707448991,100 bis unter 200,16.2,13.5,57.4
09161000,Ingolstadt,37.02,39.21,15.83,87.07,124.02,0,17.63,63.83,18.54,22.29,21.8,46.09,76.0,"11,50 und mehr",37.37987898920394,3.88,11.6,52.5,7.66057091882248,53.42,26.27,58.57,9.83,0.71,-4.9,5.94,5.82,23.4,47.7,7.8,157.81,3.34,26.58,49.4,6.56,4.7,5.1,4.0,7.15,727.3,1133.04,7.24,57.400000000000006,59.3,4.22,26.96,87.38,21.0,8.33,10.0,7931.701990370775,41.12629317374441,500 und mehr,21.5,17.2,46.2
09162000,"München, Landeshauptstadt",75.37,13.51,6.99,-104.32,243.33,0,16.3,66.58,17.11,27.94,36.47,35.24,84.3,"11,50 und mehr",23.25945178446803,2.72,3.1,39.6,5.4715181579024,18.89,41.34,39.06,10.55,1.86,6.9,5.76,7.13,26.5,40.0,14.1,117.69,4.46,35.7,52.0,7.24,7.1,7.1,7.2,6.93,505.6,195.13,5.28,65.3,60.9,4.79,38.26,89.32,40.21,7.98,9.99,6413.06295376303,51.7689030876878,500 und mehr,27.0,15.5,43.5
09163000,Rosenheim,41.91,35.76,17.11,17.86,123.29,109,16.8,63.02,20.19,23.97,27.22,79.19,80.2,"11,50 und mehr",29.63469184890656,2.15,6.800000000000001,11.5,5.840074579737166,41.53,19.29,62.75,10.96,0.98,-0.6,8.98,9.09,37.3,54.7,17.0,75.04,4.42,25.9,45.5,7.84,4.3,4.1,4.4,6.77,556.6,136.53,3.22,76.10000000000001,66.3,5.13,22.68,84.64,26.61,8.02,10.1,8592.767417666879,26.396285887303385,500 und mehr,20.0,16.9,48.0
09171000,Altötting,13.76,53.4,29.42,74.08,110.72,0,17.48,60.26,22.25,14.15,40.16,64.15,81.3,"8,50 bis unter 10,00",54.06246330867677,3.84,22.3,33.7,16.50049850448654,72.84,11.12,72.29,9.45,0.89,1.4,8.83,8.26,32.6,58.4,15.4,116.01,3.02,26.79,51.3,6.05,3.6,3.9,3.2,4.95,650.2,220.32,3.62,62.800000000000004,44.900000000000006,4.8,22.42,88.52,17.3,8.55,6.09,4413.082830981212,15.817501186312589,200 bis unter 300,19.8,22.1,43.6
09172000,Berchtesgadener Land,7.24,22.31,53.04,74.49,84.06,6,15.93,60.22,23.85,18.18,28.07,73.37,81.6,"10,00 bis unter 11,50",44.45736745006818,3.94,9.399999999999999,31.9,15.974755581497154,42.37,11.36,69.11,10.92,0.77,2.9,9.96,8.45,32.8,53.9,12.8,75.18,3.58,27.46,46.2,5.19,2.7,2.7,2.5,4.59,624.2,215.02,2.81,65.8,49.0,4.21,16.6,88.48,16.83,8.52,6.32,12500.580493558844,21.362162965439737,300 bis unter 500,22.9,23.2,40.2
09173000,Bad Tölz-Wolfratshausen,6.82,28.05,55.69,7.41,131.26,12,17.6,60.42,21.98,14.26,37.29,94.97,85.2,"11,50 und mehr",45.94873355652497,3.04,16.8,20.2,17.089619579843905,67.15,14.9,64.34,11.68,0.65,1.5,10.39,11.56,32.8,53.5,13.2,73.82,2.04,30.05,54.3,4.88,2.5,2.7,2.2,4.38,633.8,173.36,3.4,65.1,44.5,4.43,22.08,88.01,19.48,8.08,5.11,3402.799762182363,13.126298152280501,500 und mehr,23.5,17.1,48.8
09174000,Dachau,13.74,65.29,17.83,-0.96,109.69,47,18.0,62.81,19.18,17.52,28.81,63.7,85.8,"11,50 und mehr",50.0224638332285,2.85,15.700000000000001,17.8,13.675677993967033,57.33,14.17,60.07,13.24,2.24,9.5,10.5,12.96,31.1,52.9,12.7,78.46,2.49,30.42,54.2,4.88,2.1,2.3,1.8,3.44,607.5,126.38,3.56,61.0,46.4,4.17,28.71,92.53,33.99,8.53,3.8,2998.4329413563337,27.391675478717307,500 und mehr,18.2,22.6,46.6
09175000,Ebersberg,12.72,47.56,37.49,14.37,140.91,167,18.99,61.89,19.12,16.15,32.86,76.96,88.1,"11,50 und mehr",50.50618853712317,2.97,13.3,16.5,14.195054232582264,36.99,16.25,60.93,13.61,1.89,5.5,9.66,11.02,29.4,51.3,11.7,92.28,2.31,32.14,55.1,4.49,1.8,1.9,1.6,3.25,599.7,154.53,4.49,56.2,45.099999999999994,4.17,32.49,89.35,30.87,8.96,4.3,3163.5224409180687,23.837090512837975,500 und mehr,18.5,23.4,44.6
09176000,Eichstätt,10.01,45.67,40.82,26.48,117.12,0,19.34,62.04,18.62,10.52,35.91,81.86,87.1,"10,00 bis unter 11,50",66.09757839845703,4.97,31.7,17.7,22.492917847025495,76.27,17.2,64.36,11.16,1.75,5.3,10.04,7.97,30.4,55.6,9.4,98.43,2.23,27.64,57.5,3.54,1.2,1.5,0.9,2.97,645.8,204.11,3.38,51.8,40.599999999999994,2.87,28.39,91.75,17.82,9.14,3.74,2458.8652639186967,9.58765699788334,500 und mehr,24.4,14.5,49.1
09177000,Erding,12.86,69.0,14.73,31.83,111.1,0,18.06,64.09,17.85,13.99,36.21,82.58,86.2,"11,50 und mehr",52.02205882352941,3.57,25.099999999999998,17.9,15.794743031497314,49.4,11.77,64.73,13.75,0.81,0.6,10.56,12.66,32.1,52.7,12.5,83.74,2.22,29.26,53.5,4.65,2.0,2.1,1.8,3.39,650.0,189.18,3.45,58.099999999999994,41.900000000000006,5.5,23.99,91.72,18.07,9.06,3.98,3740.824392998306,16.93958215697346,500 und mehr,11.7,22.4,51.1
09178000,Freising,14.02,61.91,19.81,19.14,154.2,0,17.67,65.8,16.54,20.01,27.53,71.03,86.1,"11,50 und mehr",44.811257100094465,3.88,21.0,26.200000000000003,14.256353412541712,73.29,19.18,56.69,12.65,0.77,-5.2,6.97,8.06,30.9,52.8,13.9,95.43,2.8,27.87,53.9,5.38,1.7,1.8,1.5,3.14,607.5,210.31,3.84,53.5,38.4,3.82,26.21,87.6,27.43,8.87,4.0,5959.887872560767,17.892676473299247,500 und mehr,16.6,18.7,51.9
09179000,Fürstenfeldbruck,18.94,55.5,22.67,2.66,155.45,0,17.97,60.14,21.89,17.3,28.02,60.01,86.6,"11,50 und mehr",50.04897859227363,2.79,13.799999999999999,23.700000000000003,9.44915625578157,47.35,17.36,59.41,12.99,1.31,6.9,11.09,11.95,32.2,55.4,12.6,85.92,2.97,30.78,57.2,5.01,2.3,2.4,2.2,4.71,568.2,124.94,3.58,60.8,52.400000000000006,3.81,28.81,88.33,23.93,7.8,6.37,3330.144577008465,17.59832500045124,500 und mehr,17.6,20.0,48.8
09180000,Garmisch-Partenkirchen,5.42,19.47,54.05,38.61,99.95,0,15.5,59.15,25.35,14.32,37.9,121.57,84.7,"11,50 und mehr",41.87908387413305,4.33,9.0,15.0,11.100355590675623,54.46,13.9,68.09,10.73,1.12,6.1,10.59,11.43,36.4,52.1,17.0,66.41,3.31,28.91,51.8,5.09,2.3,2.3,2.2,4.36,602.0,297.8,3.03,80.9,78.2,2.67,22.38,92.12,19.26,8.88,5.25,4922.332282755516,7.879333633498424,500 und mehr,27.3,14.2,45.1
09181000,Landsberg am Lech,11.37,50.07,30.15,51.94,91.85,2,17.8,61.22,20.98,10.29,37.3,91.85,87.5,"11,50 und mehr",56.17263046995522,3.67,26.5,16.7,20.545992185024815,72.55,17.63,64.15,11.54,1.0,4.7,9.86,9.27,32.5,55.8,11.6,86.83,2.55,30.2,63.0,4.35,2.3,2.5,2.2,3.56,690.0,176.91,4.89,61.0,43.8,5.03,24.96,91.39,16.08,8.26,3.89,3019.5396319656675,12.191950061772546,500 und mehr,20.6,13.2,54.6
09182000,Miesbach,7.79,29.91,55.53,22.69,134.0,0,16.96,60.28,22.76,13.85,44.42,107.55,85.9,"11,50 und mehr",47.66497572445625,4.34,15.3,23.700000000000003,15.440454414171562,51.35,18.79,63.21,9.72,1.46,5.5,9.91,10.74,29.9,48.4,12.4,77.5,2.61,40.26,55.0,5.19,2.4,2.7,1.9,3.12,670.3,309.11,3.93,72.8,55.599999999999994,2.15,23.8,89.02,25.03,8.49,3.66,4355.37663055276,16.774219012097173,500 und mehr,20.8,19.9,48.0
09183000,Mühldorf a.Inn,11.23,63.35,22.84,69.24,140.23,3,17.74,61.99,20.28,14.74,36.36,90.09,82.2,"8,50 bis unter 10,00",55.94326186535279,3.9,27.9,25.5,19.351630867143992,61.0,9.91,69.22,11.66,1.47,5.6,9.58,9.81,29.7,54.4,9.2,76.94,3.37,26.87,47.4,6.59,2.7,2.7,2.6,4.98,648.4,154.21,3.5,61.5,37.7,6.45,24.05,87.84,23.57,9.15,5.77,4011.578438078713,12.512721266621064,300 bis unter 500,18.3,24.4,43.6
09184000,München,20.94,30.29,44.87,-1.83,191.13,227,18.36,60.94,20.7,20.2,29.19,62.94,87.5,"11,50 und mehr",45.46124810163275,2.69,14.9,33.9,7.78205443835304,32.82,37.03,43.89,9.38,2.38,11.3,6.2,7.98,22.7,39.3,11.6,146.23,2.69,36.12,46.2,5.04,2.6,2.8,2.3,4.14,685.8,315.5,6.71,54.900000000000006,47.800000000000004,2.33,41.19,95.94,33.86,8.28,5.89,3326.8706622832897,30.06546966759392,500 und mehr,21.6,23.5,43.2
09185000,Neuburg-Schrobenhausen,12.12,59.89,23.74,53.02,111.85,3,18.41,61.66,19.93,12.5,34.45,100.04,84.7,"10,00 bis unter 11,50",61.737089201877936,4.35,30.299999999999997,20.5,18.900908505297764,81.3,12.09,67.4,13.23,0.64,-0.8,10.27,10.05,29.1,55.5,8.1,87.2,2.56,27.39,53.0,4.68,1.7,1.9,1.4,3.63,671.2,203.1,2.78,56.5,45.199999999999996,7.12,24.16,89.81,15.73,7.55,4.65,3508.508658723251,29.012475364406694,300 bis unter 500,18.6,19.5,48.4
09186000,Pfaffenhofen a.d.Ilm,14.1,57.47,25.14,-6.21,184.2,44,18.2,62.84,18.96,13.6,35.98,87.07,85.5,"10,00 bis unter 11,50",57.12710378364698,4.23,27.400000000000002,28.5,19.527068229554846,62.65,15.95,63.29,12.13,1.83,11.7,9.06,8.7,26.9,51.8,8.2,92.05,1.99,29.35,51.0,5.24,1.8,2.1,1.4,3.03,657.3,195.37,3.75,57.9,39.2,6.19,28.58,87.1,16.14,8.61,2.62,3040.5354249632805,14.385003255553368,300 bis unter 500,13.5,21.0,52.7
09187000,Rosenheim,11.46,46.64,35.99,49.56,105.27,10,17.36,60.48,22.16,11.62,32.02,70.8,85.3,"11,50 und mehr",52.60482513885135,3.67,23.799999999999997,23.0,23.15327627130835,73.84,13.54,68.79,10.22,1.21,2.4,10.55,10.21,33.2,54.8,13.2,80.93,2.6,30.7,57.2,5.03,2.1,2.1,2.1,3.53,663.2,211.83,3.81,63.7,40.0,4.2,22.94,90.16,18.9,8.35,3.98,4551.124763528068,16.48279608158984,500 und mehr,18.9,28.8,39.6
09188000,Starnberg,14.97,31.34,37.03,18.66,173.51,83,18.0,58.57,23.42,16.18,31.85,83.58,87.8,"11,50 und mehr",47.90319542971938,3.08,17.8,20.299999999999997,11.12705857982037,61.63,30.11,51.94,9.09,1.89,11.1,8.6,9.09,28.8,47.7,12.9,93.8,3.13,40.0,54.7,4.6,2.4,2.6,2.3,3.93,646.2,130.29,5.38,68.3,68.2,5.85,33.95,92.22,32.43,8.78,4.89,3158.1222754620458,23.77778578376626,500 und mehr,23.0,19.7,44.6
09189000,Traunstein,8.81,42.82,37.67,40.77,112.9,0,16.73,59.88,23.39,11.56,36.4,87.95,83.1,"10,00 bis unter 11,50",54.442291373785736,4.31,16.8,13.600000000000001,22.992989597467208,66.12,13.43,70.52,10.98,1.19,4.1,9.5,9.33,29.8,52.9,10.9,87.07,2.8,29.84,60.1,4.54,2.2,2.2,2.1,3.78,670.7,190.09,3.77,69.0,51.5,3.79,19.64,87.67,16.08,8.4,4.64,3230.4637153651697,18.80749423329037,500 und mehr,22.3,20.7,43.0
09190000,Weilheim-Schongau,9.63,51.42,33.13,61.86,84.58,65,17.81,59.65,22.54,10.62,35.26,86.1,86.0,"10,00 bis unter 11,50",52.9632081106824,3.98,25.6,14.8,19.69955667385574,71.93,16.59,67.77,10.69,1.59,6.6,11.24,9.8,32.3,54.5,12.1,81.98,2.8,29.02,59.0,4.86,1.9,2.1,1.7,4.18,655.1,168.78,3.62,72.0,44.800000000000004,5.27,24.33,91.48,22.81,8.58,5.22,3192.2898819171105,10.853206760824264,500 und mehr,18.0,18.3,48.6
09261000,Landshut,34.09,39.59,19.78,59.5,266.24,0,16.23,63.49,20.28,23.15,26.43,49.03,80.5,"10,00 bis unter 11,50",34.75952708907254,4.49,3.8,19.7,7.116716252863274,32.58,15.79,62.97,13.12,0.59,-6.4,8.34,8.17,36.5,52.7,15.7,84.29,5.19,30.55,36.9,7.04,4.7,4.7,4.7,7.1,522.7,232.76,3.32,62.300000000000004,89.60000000000001,2.82,24.5,87.59,30.63,7.81,11.09,7216.030321905191,21.204129504220948,500 und mehr,19.0,31.9,38.8
09262000,Passau,32.72,25.29,33.02,14.1,175.67,0,13.65,64.74,21.61,20.12,29.16,81.62,78.6,"8,50 bis unter 10,00",30.97412988398453,5.71,11.100000000000001,41.2,7.5222440054290445,52.76,16.28,66.41,11.85,1.18,-0.5,10.67,6.56,32.7,53.4,12.9,70.72,5.17,24.24,36.4,7.74,4.6,4.7,4.6,7.96,556.3,345.97,3.82,72.9,48.4,5.11,28.85,92.56,32.21,8.48,13.09,10399.39154469735,24.115606507503664,200 bis unter 300,43.7,17.9,30.4
09263000,Straubing,30.39,56.38,2.13,94.58,210.11,0,14.92,63.57,21.51,21.56,22.96,111.87,74.4,"8,50 bis unter 10,00",33.05221909873073,4.46,12.0,99.3,8.25359322701319,27.13,12.95,65.95,14.31,0.98,-1.3,8.56,7.46,33.7,54.3,12.7,68.87,5.26,25.79,42.3,9.47,6.6,7.1,6.0,8.11,567.6,218.84,2.83,73.2,132.10000000000002,5.75,20.37,88.52,38.15,9.26,9.62,7074.281994955659,30.5101293629485,300 bis unter 500,16.3,21.8,48.5
09271000,Deggendorf,12.53,53.06,29.32,-193.5,363.74,0,16.01,62.79,21.2,12.18,43.95,138.39,81.1,"8,50 bis unter 10,00",55.64187741105873,4.8,29.1,34.4,24.697372549667236,88.77,11.55,71.6,11.46,0.64,-0.2,8.6,7.67,29.1,53.5,9.1,84.07,3.3,27.4,50.0,5.75,2.4,2.6,2.3,4.28,665.9,247.65,3.36,60.599999999999994,58.4,3.97,21.51,89.31,15.15,9.52,4.95,5698.446622611999,15.558339679498202,100 bis unter 200,18.3,16.4,53.6
