GKZ,Gemeindename,Deutschlandatlas_GEM1223__st_einnkr,Deutschlandatlas_GEM1223__v_breitb50,Deutschlandatlas_GEM1223__v_breitb1000,Deutschlandatlas_GEM1222__bev_dicht,Deutschlandatlas_GEM1222__bev_entw,Deutschlandatlas_GEM1222__beschq_insg,Deutschlandatlas_GEM1222__beschq_w,Deutschlandatlas_GEM1222__beschq_m,Deutschlandatlas_GEM1222__v_gsm,Deutschlandatlas_GEM1222__v_lte,Deutschlandatlas_GEM1222__v_5g,Deutschlandatlas_GEM1222__p_markt,Deutschlandatlas_GEM1222__p_hbad,Deutschlandatlas_GEM1222__p_freibad,Deutschlandatlas_GEM1222__p_notfall,Deutschlandatlas_GEM1222__p_grunds,Deutschlandatlas_GEM1222__p_sek_1,Deutschlandatlas_GEM1222__p_sek_2,Deutschlandatlas_GEM1221__p_nelade,Deutschlandatlas_GEM1221__p_selade,Deutschlandatlas_GEM1221__p_harzt,Deutschlandatlas_GEM1220__p_apo,Deutschlandatlas_GEM1218__luftrtng,Deutschlandatlas_GEM1218__p_poli
07131039,Kesseling,952.0,93.81,28.18,19.05,0.0,65.43,65.85,65.05,100.0,90.9,60.3,9.33,28.47,22.125,20.1112,5.59,21.25,21.26,15.51,28.34,7.6,14.04,4.37,19.23
07131040,Kirchsahr,978.0,90.48,78.84,59.34,-0.33,63.96,58.18,69.64,100.0,97.1,95.6,9.81,13.52,18.95,26.1882143,7.85,20.62,27.27,10.8,26.71,12.5,13.07,5.48,17.19
07131041,Königsfeld,790.0,88.81,0.0,94.86,-0.49,66.27,67.0,65.57,100.0,99.9,49.0,9.39,16.83,15.025,12.6573077,4.93,10.62,12.83,8.1,11.23,9.5,10.34,6.5,13.51
07131042,Kottenborn,508.0,92.42,0.0,46.3,0.0,62.28,51.67,74.07,100.0,99.5,92.4,7.81,28.36,21.225,8.22,8.12,7.87,8.06,7.3,31.03,7.3,7.26,1.03,8.21
07131044,Leimbach,1091.0,98.3,49.36,28.2,-1.35,68.11,69.67,66.67,100.0,97.6,85.7,4.8,28.4,23.11,5.369,6.7,7.55,6.63,5.51,29.57,5.0,5.26,2.43,6.44
07131047,Lind,685.0,90.84,0.0,46.48,0.91,62.16,62.96,61.4,100.0,83.2,71.1,11.19,13.57,24.95,19.8170833,12.06,21.63,21.17,9.56,30.45,10.4,15.56,4.73,17.99
07131049,Mayschoß,1240.0,97.49,97.49,141.21,-2.6,58.52,55.74,61.18,100.0,100.0,95.6,5.68,20.65,11.87,11.3645833,6.92,13.65,15.56,1.38,20.81,4.4,4.74,5.72,12.89
07131050,Meuspath,10536.0,86.84,1.32,50.65,-0.38,75.0,69.23,79.25,100.0,100.0,98.1,8.1,21.17,13.7,11.4835714,6.87,11.1,11.13,3.24,18.04,10.4,10.36,0.82,8.84
07131051,Müllenbach,942.0,92.02,0.0,62.34,1.41,66.78,62.24,70.97,100.0,100.0,96.6,6.55,16.11,6.79,14.8475,7.85,7.85,14.5,5.3,22.81,6.4,7.75,0.36,10.89
07131052,Müsch,637.0,96.74,33.7,50.39,-1.71,59.43,48.08,70.37,100.0,100.0,41.9,9.89,27.65,20.32,13.5141667,4.98,15.8,14.85,13.5,29.39,10.0,12.18,2.67,13.66
07131054,Niederdürenbach,759.0,95.57,22.66,141.64,0.42,64.33,56.84,72.98,100.0,96.9,87.0,4.82,19.81,13.405,22.0933333,2.39,4.99,18.34,9.41,9.86,2.7,4.57,5.44,20.14
07131055,Niederzissen,2144.0,97.63,60.47,232.97,0.75,69.55,68.73,70.33,100.0,100.0,96.6,2.59,16.98,12.22,18.495,5.51,3.61,15.4,6.41,6.94,2.0,2.6,6.1,16.54
07131058,Nürburg,10439.0,86.54,0.96,49.04,0.46,58.7,62.5,56.1,100.0,100.0,100.0,10.29,20.29,12.065,13.7433333,9.48,12.17,13.39,2.43,20.63,11.5,11.79,0.57,9.51
07131059,Oberdürenbach,814.0,94.55,19.87,92.94,0.31,63.61,61.97,65.35,100.0,94.2,76.2,6.24,22.58,12.435,20.2418519,3.53,7.92,18.98,13.24,12.63,5.1,6.54,5.43,18.28
07131060,Oberzissen,915.0,96.65,28.66,406.23,0.35,71.79,73.6,70.09,100.0,100.0,98.5,3.14,18.13,14.075,20.415,3.07,2.97,16.66,7.57,8.18,1.5,2.89,5.84,17.98
07131062,Ohlenhard,953.0,88.73,2.82,27.94,-0.69,63.41,56.41,69.77,100.0,67.5,42.9,11.51,22.37,12.96,22.9255556,3.72,22.71,26.93,10.59,25.89,4.6,10.11,4.57,13.92
07131065,Pomster,885.0,0.0,0.0,26.16,-0.51,67.39,72.92,61.36,100.0,100.0,86.6,8.98,25.2,17.0,12.4227273,10.1,14.38,13.74,10.54,28.68,11.9,12.34,1.76,12.98
07131066,Quiddelbach,834.0,94.49,0.0,56.66,0.16,69.68,66.23,73.08,100.0,100.0,99.5,4.67,19.87,12.78,8.05916667,7.77,7.91,7.71,5.29,23.46,6.9,7.1,0.8,5.69
07131068,Rech,797.0,100.0,100.0,111.65,-0.77,65.57,61.64,69.18,100.0,100.0,96.4,3.83,19.97,9.965,9.51857143,5.07,12.39,13.72,2.81,20.12,4.0,7.12,5.49,14.2
07131069,Reifferscheid,938.0,96.05,32.46,34.55,-0.28,67.8,68.75,66.89,99.9,93.6,77.5,9.63,27.07,27.61,10.0041667,10.69,12.29,11.34,10.17,34.77,10.3,9.91,2.6,10.35
07131070,"Remagen, Stadt",1185.0,98.9,71.93,524.72,0.84,65.77,63.08,68.34,100.0,99.3,98.3,4.39,12.47,7.27,6.60990826,4.59,7.84,7.78,6.05,14.82,3.0,4.74,7.63,6.52
07131072,Rodder,681.0,96.94,1.02,38.24,0.42,73.33,71.01,75.31,99.5,84.2,70.5,8.97,30.25,25.26,9.28375,7.46,11.57,10.62,9.45,34.1,9.7,9.2,2.43,9.57
07131073,Schalkenbach,943.0,90.79,32.89,80.51,0.29,64.26,63.64,64.84,100.0,97.7,50.0,4.87,19.71,13.53,15.4645161,2.37,12.9,15.53,14.53,13.97,15.3,14.22,5.78,15.45
07131074,Schuld,839.0,98.99,50.17,101.85,-2.24,58.05,59.41,56.74,100.0,93.8,85.2,1.61,17.87,26.615,13.3704762,10.51,15.67,14.72,13.55,33.36,2.6,13.31,3.66,13.63
07131075,Senscheid,657.0,84.09,0.0,18.97,-2.58,59.57,61.54,57.14,100.0,100.0,92.3,9.13,22.71,14.515,17.1128571,13.74,13.74,18.45,13.81,24.22,14.2,13.74,1.9,17.02
07131076,Sierscheid,658.0,100.0,29.27,37.45,-0.66,72.73,66.67,78.26,100.0,93.5,89.2,7.91,20.9,30.02,14.116,15.53,16.42,15.47,14.3,34.89,5.9,14.05,3.89,13.78
07131077,"Sinzig, Stadt",1113.0,97.8,85.57,424.26,-0.12,65.24,61.68,68.78,100.0,99.4,85.0,2.91,10.35,7.71,8.08162162,3.85,5.48,5.76,4.43,14.75,3.0,3.83,7.07,9.41
07131079,Trierscheid,515.0,96.3,0.0,17.03,0.9,66.67,71.43,61.11,100.0,99.3,87.1,7.96,25.3,17.2,12.98,10.66,15.26,14.31,13.14,26.81,11.2,12.64,2.33,13.53
07131081,Waldorf,802.0,97.8,97.8,116.14,0.11,68.22,62.96,73.51,100.0,100.0,100.0,5.42,10.96,11.62,15.0933333,7.9,7.49,12.25,1.64,6.13,5.5,5.73,6.4,14.6
07131082,Wershofen,960.0,95.31,43.75,62.95,0.41,69.98,64.48,75.38,100.0,84.4,63.8,9.52,22.4,17.07,21.5260714,1.63,23.82,22.88,15.0,32.38,1.7,14.54,4.0,17.67
07131083,Wiesemscheid,1510.0,0.0,0.0,43.21,0.08,68.67,75.95,62.07,100.0,99.8,92.0,10.32,20.38,12.19,13.7054545,12.12,12.12,13.36,5.72,25.44,11.8,12.02,0.83,10.35
07131084,Wimbach,803.0,95.69,0.0,64.91,-0.22,67.19,60.98,73.08,99.6,93.9,77.1,6.36,29.47,20.9,6.77133333,6.77,6.6,6.71,5.94,30.02,5.2,5.87,1.42,6.43
07131085,Winnerath,635.0,91.95,24.14,59.46,1.52,58.12,50.0,66.67,100.0,97.6,81.9,5.45,22.4,31.46,14.1985714,14.92,16.48,15.53,14.37,37.36,6.1,14.12,3.22,14.04
07131086,Wirft,648.0,0.0,0.0,48.31,-0.25,65.56,63.83,67.44,100.0,98.5,47.9,7.68,26.21,18.7,8.707,9.05,10.99,10.04,8.82,27.7,8.9,8.63,2.14,9.65
07131090,Grafschaft,3626.0,97.73,28.49,190.94,0.15,68.05,65.77,70.26,100.0,99.9,99.1,4.61,11.64,7.525,11.1147805,3.76,6.69,6.96,8.44,15.55,4.7,5.5,7.41,7.63
07131201,Brenk,643.0,93.98,93.98,60.52,1.01,63.72,56.14,71.43,100.0,98.0,85.7,8.76,24.67,12.59,26.2418182,9.27,8.41,23.21,13.94,14.6,8.0,8.78,5.15,21.58
07131202,Burgbrohl,1873.0,97.08,68.03,312.14,0.82,66.82,65.8,67.75,100.0,99.9,95.4,2.19,14.3,13.21,17.0250746,2.88,6.96,16.05,2.65,7.9,1.7,2.12,5.5,16.57
07131204,Galenberg,717.0,96.81,55.32,99.56,1.21,70.34,56.72,82.05,100.0,100.0,97.4,6.26,21.25,17.03,23.53625,6.88,4.26,19.78,10.7,11.3,5.0,6.01,5.56,20.0
07131205,Glees,998.0,94.53,94.53,52.66,0.27,66.41,64.89,67.8,100.0,96.7,58.5,5.24,16.74,9.595,16.3457143,5.3,8.97,16.76,5.73,7.52,4.8,5.01,5.28,14.13
07131206,Hohenleimbach,734.0,90.45,17.2,35.0,0.28,64.86,58.33,72.55,100.0,100.0,96.7,7.25,25.89,9.69,16.555,6.35,16.41,16.21,14.51,15.65,6.4,6.83,3.45,14.43
07131208,Spessart,1016.0,97.67,97.38,98.39,2.23,68.69,61.57,75.0,100.0,93.1,90.4,5.4,24.84,7.89,22.0946667,4.95,11.59,21.61,13.45,14.01,5.3,5.61,4.72,19.75
07131209,Wassenach,938.0,97.54,49.72,203.57,0.59,63.59,59.35,67.95,100.0,99.8,88.4,6.43,15.2,10.65,15.0122727,1.82,11.13,15.5,5.27,9.97,5.6,5.41,5.15,14.84
07131210,Wehr,769.0,29.46,29.46,113.68,0.07,63.99,62.66,65.22,100.0,100.0,92.1,5.14,19.3,8.55,19.1326087,1.65,6.77,17.93,6.27,7.98,5.1,5.58,5.53,15.98
07131211,Weibern,906.0,66.81,11.75,145.55,0.29,66.04,60.39,71.78,100.0,99.1,96.0,1.98,18.03,2.19,19.5080556,1.71,13.13,19.18,8.64,10.32,1.3,1.49,4.33,16.96
07131501,Dümpelfeld,780.0,87.25,33.66,49.24,0.21,63.16,63.13,63.19,100.0,93.0,72.5,6.57,23.89,25.0,8.522,9.49,10.82,9.87,8.71,29.48,2.6,8.46,3.22,9.84
07131502,Kempenich,1350.0,69.36,56.5,159.56,0.35,69.15,65.52,72.65,100.0,99.7,95.3,3.2,23.28,5.17,21.1548,2.87,14.0,20.81,12.17,12.76,2.5,2.95,4.24,18.11
07132001,Almersbach,665.0,96.32,0.0,667.21,0.77,62.74,49.02,75.45,100.0,100.0,100.0,3.47,4.25,17.44,4.98111111,3.9,4.68,5.23,4.29,3.32,2.9,2.95,8.47,4.35
07132002,Alsdorf,910.0,98.93,70.34,255.57,0.2,70.03,62.81,77.11,100.0,98.2,88.3,3.35,7.78,6.66,9.39068966,3.34,6.43,6.53,6.36,7.52,5.5,6.08,3.31,5.52
07132004,Bachenberg,1046.0,77.78,0.0,61.08,-1.11,67.14,63.64,70.27,100.0,100.0,89.7,6.12,5.97,9.795,7.50333333,6.19,6.66,7.21,6.36,5.84,5.6,5.48,7.53,6.83
07132005,Berzhausen,892.0,98.7,0.0,88.19,1.33,60.31,59.09,61.54,100.0,100.0,100.0,6.44,11.9,21.375,10.844,7.7,11.97,12.52,6.7,10.96,7.5,7.25,7.97,10.73
07132006,"Betzdorf, Stadt",1113.0,97.88,22.64,1069.35,0.17,61.9,52.26,71.55,100.0,97.9,94.8,3.2,6.55,6.25,8.0725,3.3,3.72,5.21,4.42,4.67,2.3,4.22,3.36,3.83
07132007,Birkenbeul,691.0,94.29,0.0,89.92,-0.14,67.05,63.16,70.99,100.0,100.0,93.1,8.78,10.52,9.005,12.0633333,8.58,8.27,8.27,6.98,10.4,7.3,7.22,7.56,11.07
07132008,Birken-Honigsessen,866.0,93.22,0.28,136.44,-0.22,68.35,63.24,73.29,100.0,91.4,57.1,9.09,9.64,18.04,20.3331579,3.69,11.62,10.59,10.37,17.5,3.1,9.99,4.89,8.7
07132009,Birnbach,831.0,94.46,0.0,214.79,1.27,64.91,61.03,69.02,100.0,100.0,99.7,3.19,8.15,19.2,8.01961538,5.03,8.58,9.13,3.65,1.72,4.1,3.61,8.69,7.2
07132010,Bitzen,751.0,95.71,2.64,326.96,1.24,69.53,64.63,74.26,100.0,100.0,92.0,7.78,9.25,10.65,17.1494737,6.39,6.81,6.46,7.15,16.44,7.4,8.1,5.95,8.78
07132011,Mittelhof,899.0,90.93,2.21,90.03,0.28,64.22,61.82,66.79,100.0,99.2,95.6,6.76,10.38,12.99,20.9135,7.78,9.57,10.47,8.38,8.0,6.9,7.21,4.35,8.07
07132012,Brachbach,1206.0,96.25,0.0,364.47,0.13,67.75,60.12,75.44,100.0,100.0,100.0,3.59,11.12,9.635,9.50378378,2.72,10.72,10.72,5.23,9.95,4.2,4.16,1.72,8.63
07132013,Breitscheidt,839.0,93.05,0.0,283.33,1.67,60.27,51.22,69.02,100.0,100.0,98.9,5.31,12.89,3.93,15.4877419,5.56,5.7,5.7,4.97,13.82,4.6,5.08,6.96,10.06
07132014,Bruchertseifen,712.0,90.69,0.0,267.47,0.84,63.42,59.56,67.09,100.0,100.0,98.3,5.65,9.59,7.1,13.7004762,6.81,7.66,7.66,6.45,11.99,6.3,6.13,6.13,7.8
07132015,Bürdenbach,725.0,97.69,0.0,224.65,2.23,51.93,52.63,51.26,100.0,100.0,93.2,4.69,17.26,15.74,17.4711765,3.3,4.45,4.45,4.66,11.6,3.6,4.89,6.74,8.84
07132016,Burglahr,568.0,95.61,0.0,175.09,-0.43,57.95,53.13,63.38,100.0,100.0,100.0,8.36,21.45,20.17,16.901875,3.99,8.28,8.24,8.82,13.84,3.2,8.22,6.82,11.58
07132017,Busenhausen,703.0,87.67,0.0,123.18,2.14,62.83,60.18,65.49,100.0,100.0,94.5,6.68,6.53,12.365,8.06615385,6.75,7.18,7.62,6.66,6.4,5.9,6.01,7.66,8.15
07132018,"Daaden, Stadt",1221.0,97.56,0.2,215.78,0.0,69.61,60.17,78.94,100.0,99.6,91.4,2.23,4.41,2.755,18.5357895,2.62,4.5,16.64,2.84,15.19,2.1,2.86,3.17,12.32
07132019,Derschen,919.0,96.9,0.0,136.06,0.17,68.49,57.24,78.44,100.0,100.0,97.3,5.01,7.18,4.72,17.7538889,2.93,7.27,21.94,5.74,13.56,6.3,6.03,4.07,16.9
07132020,Dickendorf,844.0,92.48,1.5,224.14,-0.83,70.16,66.32,73.96,100.0,100.0,100.0,5.86,14.18,0.98,15.687,5.58,7.12,13.07,11.59,6.91,5.2,5.48,4.36,10.49
07132022,Eichelhardt,4338.0,97.92,1.04,177.11,-0.27,64.81,59.12,70.0,100.0,100.0,100.0,5.95,7.47,11.31,9.636,6.34,6.49,7.05,8.48,7.92,6.4,7.61,6.77,6.16
07132023,Eichen,938.0,92.67,0.0,127.4,0.53,68.31,57.76,77.6,100.0,100.0,98.2,5.09,17.23,19.6,13.6517647,2.94,7.29,7.29,3.89,14.48,2.9,3.58,7.32,11.8
07132024,Elben,984.0,88.15,0.0,142.86,-0.29,73.58,69.52,77.57,100.0,90.2,47.8,3.19,10.78,3.865,12.348125,3.37,4.77,9.49,9.4,3.31,3.4,3.28,4.22,7.37
07132025,Elkenroth,1307.0,89.6,0.0,217.55,-0.45,70.65,60.93,80.26,100.0,100.0,99.3,1.94,13.51,5.48,15.164,1.92,9.94,12.68,7.25,10.13,1.4,1.35,4.16,10.18
07132026,Emmerzhausen,768.0,97.87,0.35,94.48,-0.12,69.92,59.46,79.41,100.0,100.0,77.4,5.95,7.55,5.025,22.105,7.27,7.64,22.41,6.57,13.64,6.6,6.39,3.75,17.49
07132027,Ersfeld,813.0,100.0,0.0,48.57,-1.62,76.19,73.91,78.95,100.0,100.0,100.0,7.32,17.09,20.73,16.184,7.02,16.04,18.07,7.57,9.89,7.2,7.33,8.52,14.44
07132028,Etzbach,1650.0,96.03,0.63,446.05,0.25,65.3,56.75,73.3,100.0,100.0,99.7,4.71,8.96,6.625,18.3291667,2.39,6.46,6.45,3.47,15.0,4.2,4.68,6.11,6.98
07132029,Eulenberg,462.0,95.45,0.0,42.74,2.73,63.89,55.56,72.22,100.0,100.0,87.8,7.78,21.37,19.0,15.894,6.71,8.52,8.33,11.92,10.37,5.7,7.79,6.59,13.83
07132030,Fensdorf,962.0,93.33,0.0,172.81,-0.57,71.72,67.89,74.81,100.0,100.0,97.7,5.88,11.66,11.545,19.7825,6.53,7.37,11.78,9.68,5.92,6.2,6.05,5.15,8.97
07132031,Fiersbach,1351.0,93.75,0.0,92.74,3.13,75.61,68.83,81.61,100.0,100.0,100.0,10.23,17.97,17.575,13.29,8.34,13.08,20.95,10.45,12.77,10.1,10.21,8.14,14.89
07132032,Flammersfeld,830.0,97.49,3.13,357.64,1.8,65.65,60.19,71.23,100.0,97.3,93.4,2.49,14.5,20.71,12.39125,1.71,8.93,8.93,1.43,13.06,1.2,1.31,7.8,12.96
07132033,Fluterschen,1405.0,94.68,0.0,189.61,-0.98,67.65,65.24,70.05,100.0,100.0,100.0,4.43,5.21,18.05,5.93733333,4.86,5.63,6.18,5.24,4.27,4.0,3.91,8.33,5.56
07132034,Forst,711.0,93.7,5.56,142.22,0.58,64.9,58.85,71.86,100.0,100.0,60.7,10.65,12.51,13.51,15.2010345,8.97,10.55,10.2,8.59,20.19,7.5,10.65,6.0,10.41
07132035,Forstmehren,713.0,87.88,0.0,91.3,-1.51,68.48,54.35,82.61,100.0,100.0,100.0,4.74,14.51,19.31,14.38,4.44,14.94,15.49,4.99,7.31,5.0,4.76,8.69,11.63
07132036,Friedewald,2355.0,96.0,0.0,158.45,0.31,66.97,56.84,76.76,100.0,100.0,99.0,2.66,6.67,5.61,15.18,1.43,6.72,19.55,2.79,10.99,4.8,4.48,4.08,13.69
07132037,Friesenhagen,1309.0,71.05,3.36,31.52,0.88,68.92,67.04,70.65,100.0,85.0,22.6,5.68,12.35,16.41,13.8928986,6.71,23.33,23.02,9.87,15.53,5.7,9.02,4.23,9.85
07132038,Fürthen,591.0,89.96,0.0,556.62,1.33,61.96,53.07,71.0,100.0,100.0,95.6,4.71,11.77,6.4,18.5784615,3.91,6.14,6.12,3.93,17.11,3.5,4.22,6.39,8.05
07132039,Gebhardshain,1095.0,94.41,0.0,318.99,-0.1,66.08,63.14,69.01,100.0,98.5,91.5,1.2,11.01,6.14,14.7073077,1.66,2.6,11.08,9.02,1.29,1.4,1.27,4.71,8.73
07132040,Gieleroth,601.0,94.53,20.8,116.72,1.49,65.05,64.92,65.16,100.0,100.0,99.2,5.01,6.28,14.54,7.65291667,4.9,5.9,6.45,6.96,5.94,5.0,5.63,7.99,5.76
07132041,Giershausen,1102.0,79.07,2.33,47.39,0.2,61.54,46.67,74.29,100.0,100.0,100.0,4.83,13.22,21.69,12.173,5.15,13.26,13.26,5.08,8.02,5.0,5.28,8.65,11.76
07132042,Grünebach,913.0,99.06,94.81,198.02,-0.81,72.52,68.46,76.22,100.0,99.6,73.5,3.21,9.81,9.3,11.3794118,4.89,8.52,8.52,6.65,9.51,7.2,7.67,2.85,6.23
07132043,Güllesheim,861.0,96.7,0.0,343.64,1.63,68.1,58.48,77.98,100.0,100.0,88.4,2.21,14.89,13.66,17.18,1.7,1.97,1.97,2.26,9.23,2.4,2.74,6.46,7.62
07132044,"Hamm (Sieg), Raiffeisengemeinde",914.0,97.04,1.75,1034.15,2.1,60.48,50.88,70.01,100.0,100.0,99.7,2.64,10.63,3.72,17.8711628,2.8,2.8,2.8,1.96,15.9,1.4,1.93,6.51,7.83
07132045,Harbach,829.0,93.75,0.0,93.97,-0.3,70.11,60.82,79.1,100.0,90.4,82.0,7.77,15.46,14.75,12.3574074,9.86,14.55,14.55,10.81,12.94,9.1,9.86,3.23,12.81
07132046,Hasselbach,1124.0,94.62,0.0,57.29,0.89,57.08,49.5,63.2,100.0,99.5,98.6,5.71,15.44,18.215,15.2255556,6.0,15.53,16.42,5.92,8.24,5.2,5.68,8.17,12.54
07132047,Helmenzen,672.0,93.37,0.3,220.96,1.08,67.69,59.25,76.47,100.0,100.0,98.0,3.64,5.37,17.31,5.4085,4.66,5.84,6.4,2.59,4.06,4.1,3.72,8.36,5.9
07132048,Helmeroth,585.0,85.58,8.65,59.66,3.8,53.28,52.17,54.72,100.0,100.0,99.4,9.0,12.31,10.605,15.0223529,9.98,10.96,11.12,9.79,12.58,10.0,9.37,5.97,9.8
07132049,Hemmelzen,557.0,97.69,0.0,107.07,3.67,69.95,68.35,70.97,100.0,100.0,98.6,5.78,9.86,21.675,9.728,7.61,10.29,10.84,6.24,4.08,6.7,6.2,8.86,9.79
07132050,"Herdorf, Stadt",1005.0,96.7,6.11,369.71,0.27,70.41,61.38,78.96,100.0,98.9,87.8,3.09,9.57,9.46,14.59,4.02,9.98,13.54,5.3,10.34,3.9,3.79,2.41,6.94
07132051,Heupelzen,597.0,91.92,0.0,98.84,0.08,66.44,62.5,70.13,100.0,100.0,99.6,7.06,6.9,11.53,8.44444444,7.13,7.6,8.15,7.26,6.78,6.4,6.42,7.91,7.5
07132052,Hilgenroth,644.0,93.08,3.08,99.66,0.07,64.44,55.43,73.86,100.0,99.3,82.8,7.37,10.53,5.83,12.1015385,7.71,8.02,8.02,7.76,10.44,6.9,7.63,7.16,10.61
07132053,Hirz-Maulsbach,883.0,90.4,9.6,52.36,1.18,66.84,64.0,70.11,100.0,99.7,99.5,9.49,18.7,18.84,10.0233333,5.07,9.81,19.49,9.28,14.8,9.5,9.21,8.21,16.59
07132054,Hövels,1346.0,82.4,0.0,67.77,-0.44,66.76,58.52,74.86,100.0,98.7,91.4,5.96,8.89,13.34,17.7238235,5.7,9.44,8.86,6.79,9.13,4.9,6.35,4.47,7.1
07132055,Horhausen (Westerwald),1361.0,95.83,0.21,449.79,1.86,69.73,63.91,75.72,100.0,100.0,100.0,2.25,13.36,12.24,15.6730303,2.9,2.12,2.12,1.7,7.7,1.3,1.51,6.06,6.49
07132056,Idelberg,618.0,92.59,3.7,54.87,1.02,62.5,62.5,62.5,100.0,100.0,100.0,8.45,9.96,12.21,12.1325,8.83,8.99,9.54,10.98,10.42,8.8,10.1,6.38,8.21
07132057,Ingelbach,1507.0,92.79,88.29,97.64,-1.42,64.95,58.94,71.43,100.0,100.0,100.0,6.73,8.33,12.535,10.4452941,5.41,7.36,7.43,8.85,8.73,5.0,8.4,7.18,5.63
07132058,Isert,1497.0,93.62,0.0,59.24,-1.21,64.06,57.14,72.41,100.0,100.0,100.0,7.28,8.89,10.24,11.0581818,7.76,7.91,8.47,9.36,9.34,7.8,8.73,6.46,7.43
07132059,Kausen,772.0,93.33,0.0,214.92,-0.23,69.8,61.97,76.64,100.0,100.0,99.2,4.18,12.46,2.77,14.0270588,2.92,8.94,11.17,9.68,7.45,3.7,3.57,3.89,8.46
07132060,Kescheid,691.0,88.24,0.0,27.33,2.0,54.44,58.14,51.06,100.0,88.7,93.7,7.49,19.49,24.67,10.801875,6.68,9.82,13.91,6.4,17.56,6.0,6.22,8.15,16.69
07132061,Kettenhausen,1260.0,96.49,0.0,186.31,1.66,67.61,54.26,82.93,100.0,100.0,100.0,4.55,4.39,13.25,5.93333333,4.62,5.09,5.64,4.78,4.27,4.0,3.91,8.02,5.56
07132062,Kircheib,758.0,91.77,0.0,83.51,1.12,66.86,61.25,71.82,100.0,100.0,100.0,8.33,13.53,13.665,9.64096774,5.32,9.44,19.14,6.65,13.42,9.3,7.81,7.59,12.42
07132063,"Kirchen (Sieg), Stadt",1295.0,95.41,20.61,212.05,-0.32,67.91,60.6,75.11,99.9,97.1,91.4,4.74,8.1,7.84,5.85252688,6.51,7.18,7.18,4.75,6.27,3.6,5.13,2.71,7.77
07132064,Kraam,534.0,98.46,0.0,60.44,-1.03,65.0,64.44,65.45,100.0,100.0,100.0,4.61,14.37,21.18,14.2454545,4.31,14.73,15.35,4.85,7.17,4.6,4.62,8.86,12.56
07132065,Krunkel,2356.0,95.02,0.41,212.81,-0.49,72.89,63.5,83.33,100.0,100.0,100.0,5.77,13.59,12.68,15.8673684,6.12,7.17,7.18,6.94,7.82,5.6,5.64,5.86,6.09
07132066,Malberg,782.0,93.57,3.57,235.5,1.06,69.32,62.97,75.72,100.0,97.3,92.5,5.15,13.08,7.375,13.97,5.22,6.01,15.46,11.49,5.59,3.5,4.92,5.11,8.75
07132067,Mammelzen,854.0,95.3,0.0,255.96,-0.19,70.22,60.44,79.52,100.0,100.0,99.7,2.87,4.38,13.64,6.55217391,3.26,3.41,3.96,5.4,4.84,4.2,4.53,7.33,3.88
07132068,Mauden,-4618.0,100.0,0.0,64.94,0.93,84.13,69.7,100.0,100.0,100.0,93.1,5.72,7.32,4.69,19.4085714,4.59,7.41,22.18,6.34,15.22,6.3,6.17,3.78,16.18
07132069,Mehren,615.0,98.26,1.16,128.14,0.04,66.54,65.22,67.63,100.0,100.0,100.0,8.46,17.98,20.3,15.1655,8.22,15.14,18.7,8.71,11.08,8.4,8.51,8.61,15.65
07132070,Michelbach (Westerwald),582.0,94.8,0.0,123.25,1.04,65.36,61.45,69.28,100.0,100.0,100.0,4.47,5.2,15.805,6.6205,4.29,4.67,5.1,5.85,4.91,3.6,4.59,7.64,4.11
07132071,Molzhain,700.0,95.56,0.0,192.41,0.67,68.13,61.21,74.58,100.0,100.0,99.7,5.7,11.25,2.31,12.8226667,4.9,7.54,9.97,9.9,6.03,5.7,5.44,3.97,7.29
07132072,Mudersbach,1136.0,97.34,48.81,617.83,0.21,68.23,62.92,73.28,100.0,99.1,96.7,2.65,8.19,5.48,11.9184127,4.07,14.31,14.31,3.03,12.06,3.0,2.85,1.33,6.49
07132073,Nauroth,908.0,95.78,6.02,178.17,1.8,72.04,64.59,79.41,100.0,95.8,95.6,2.09,13.48,9.12,13.9223529,5.42,9.85,16.62,8.22,10.53,3.5,4.7,5.02,10.23
07132074,Neitersen,,,,,,,,,,,,,,,,,,,,,,6.67,8.47,8.39
07132075,Niederdreisbach,1427.0,96.54,0.0,206.71,0.19,70.71,65.13,75.17,100.0,100.0,91.1,5.11,10.35,1.68,15.9377778,4.19,10.4,13.08,7.68,14.07,6.4,7.85,3.4,10.5
07132076,Niederfischbach,1123.0,94.66,14.57,284.66,-0.28,71.44,66.49,76.14,100.0,99.0,70.4,2.55,13.09,9.945,9.96677778,4.13,12.13,12.13,8.53,10.46,3.1,3.35,2.53,8.11
07132077,Niederirsen,643.0,89.8,0.0,32.75,-1.94,73.33,62.07,83.87,100.0,98.5,81.8,9.84,13.76,11.65,15.302,10.89,11.26,11.26,9.34,9.23,8.3,9.53,7.78,9.61
07132078,Niedersteinebach,575.0,92.21,1.3,255.7,-0.48,68.52,67.27,69.81,100.0,100.0,100.0,3.81,15.49,14.0,17.6916667,4.22,3.48,3.48,3.03,9.84,2.8,3.36,6.4,7.59
07132079,Nisterberg,935.0,96.23,0.0,77.53,-0.61,61.82,50.88,73.58,100.0,100.0,96.5,6.45,9.13,9.25,14.95,5.53,5.5,22.77,7.97,6.29,6.7,6.62,4.67,13.49
