GKZ,Gemeindename,Deutschlandatlas_GEM1223__st_einnkr,Deutschlandatlas_GEM1223__v_breitb50,Deutschlandatlas_GEM1223__v_breitb1000,Deutschlandatlas_GEM1222__bev_dicht,Deutschlandatlas_GEM1222__bev_entw,Deutschlandatlas_GEM1222__beschq_insg,Deutschlandatlas_GEM1222__beschq_w,Deutschlandatlas_GEM1222__beschq_m,Deutschlandatlas_GEM1222__v_gsm,Deutschlandatlas_GEM1222__v_lte,Deutschlandatlas_GEM1222__v_5g,Deutschlandatlas_GEM1222__p_markt,Deutschlandatlas_GEM1222__p_hbad,Deutschlandatlas_GEM1222__p_freibad,Deutschlandatlas_GEM1222__p_notfall,Deutschlandatlas_GEM1222__p_grunds,Deutschlandatlas_GEM1222__p_sek_1,Deutschlandatlas_GEM1222__p_sek_2,Deutschlandatlas_GEM1221__p_nelade,Deutschlandatlas_GEM1221__p_selade,Deutschlandatlas_GEM1221__p_harzt,Deutschlandatlas_GEM1220__p_apo,Deutschlandatlas_GEM1218__luftrtng,Deutschlandatlas_GEM1218__p_poli
06633008,Fuldabrück,1751.0,99.05,97.57,501.29,0.49,68.61,65.06,71.92,100.0,100.0,100.0,2.46,10.57,8.13,14.5903191,3.41,7.71,12.07,6.75,6.0,2.7,2.39,2.02,10.56
06633009,Fuldatal,1154.0,96.97,67.85,381.26,0.92,67.49,63.49,71.43,100.0,100.0,98.2,3.54,9.57,6.665,9.08308989,3.83,6.75,9.09,5.16,12.71,2.4,3.74,2.34,6.34
06633010,"Grebenstein, Stadt",1011.0,91.1,53.54,116.17,0.11,66.93,62.53,71.1,100.0,97.9,98.1,3.2,8.64,3.595,10.9086719,3.64,3.79,3.88,6.68,15.42,2.6,3.18,3.82,6.59
06633011,Habichtswald,1057.0,96.32,52.88,186.25,0.96,68.65,65.98,71.35,100.0,99.6,99.0,1.87,14.49,4.035,13.0208824,2.49,8.53,8.53,3.59,10.04,3.3,3.34,2.18,10.68
06633012,Helsa,948.0,66.75,11.28,223.41,0.63,65.69,62.45,68.75,99.7,95.5,94.1,4.34,12.91,5.83,12.0639175,3.25,7.98,8.29,5.53,17.04,2.9,3.92,4.44,10.8
06633013,"Hofgeismar, Stadt",1185.0,95.89,78.65,179.7,0.41,66.09,60.77,71.5,100.0,95.7,93.0,4.23,8.52,7.85,7.58783465,4.0,6.63,6.55,4.96,19.65,5.0,4.67,5.56,6.99
06633014,"Immenhausen, Stadt",1078.0,98.1,96.85,248.49,0.31,67.04,62.62,71.41,100.0,99.9,98.1,4.24,5.05,4.98,15.6299138,4.24,4.69,4.69,10.54,13.74,2.3,4.22,3.39,8.86
06633015,Kaufungen,1465.0,95.7,5.4,488.11,0.49,69.5,64.82,74.46,100.0,95.9,92.7,2.83,10.31,8.43,15.4765,3.17,4.54,9.21,3.33,9.3,2.0,2.68,3.06,8.11
06633016,"Liebenau, Stadt",1029.0,95.26,2.05,61.15,-0.7,68.45,65.7,71.22,100.0,99.5,94.4,4.32,12.35,5.18,8.66034188,5.21,11.55,11.55,8.98,11.01,4.2,8.82,5.64,7.64
06633017,Lohfelden,1529.0,98.26,49.35,868.09,0.39,69.14,65.1,73.03,100.0,100.0,100.0,2.28,4.08,4.885,12.9272727,2.94,4.06,4.41,5.93,4.71,1.9,3.02,2.12,6.47
06633018,"Naumburg, Stadt",1130.0,68.64,0.0,77.07,0.29,69.56,65.12,74.11,100.0,91.5,61.2,3.22,4.95,5.0,12.4597619,4.19,9.41,9.39,8.89,14.01,4.6,4.71,5.26,11.48
06633019,Nieste,1024.0,97.79,96.2,512.32,0.85,70.62,66.97,74.35,100.0,92.4,83.2,1.62,12.12,11.9,17.0420833,1.81,9.4,14.86,8.35,10.25,1.4,6.05,3.72,10.97
06633020,Niestetal,1815.0,90.15,46.67,515.97,0.73,71.57,68.09,75.08,100.0,100.0,97.7,2.36,4.78,4.94,10.1772897,3.02,4.87,8.0,2.8,3.87,1.9,2.5,2.33,6.62
06633021,Oberweser,,,,,,,,,,,,,,,,,,,,,,,5.88,9.08
06633022,Reinhardshagen,1017.0,97.11,95.82,338.03,-0.19,66.03,60.73,71.15,100.0,98.4,84.8,3.1,4.83,5.32,15.88375,3.7,17.6,17.6,5.13,19.93,2.2,2.27,5.6,11.87
06633023,Schauenburg,1094.0,98.01,95.54,344.8,0.88,70.29,64.67,75.89,100.0,99.9,94.7,2.31,8.99,9.08,13.8991791,2.79,7.86,8.94,7.01,9.76,3.0,3.25,2.38,9.08
06633024,Söhrewald,1103.0,93.23,0.0,79.32,-0.27,69.64,65.24,74.01,100.0,94.9,70.3,4.14,11.46,5.06,15.9638462,4.8,10.83,11.59,11.83,13.02,1.9,4.58,3.37,11.32
06633025,"Trendelburg, Stadt",1083.0,91.81,36.67,70.16,-0.39,69.43,65.33,73.43,99.9,95.8,84.0,4.68,10.66,6.5,16.2457838,5.34,13.14,15.92,6.23,18.6,6.1,5.02,7.47,11.06
06633026,"Vellmar, Stadt",1141.0,98.73,72.93,1322.41,0.43,67.56,62.46,73.06,100.0,100.0,100.0,2.17,3.67,3.7,9.11311594,2.59,3.85,7.26,3.08,4.73,1.9,2.08,1.45,3.36
06633027,Wahlsburg,,,,,,,,,,,,,,,,,,,,,,,6.49,5.15
06633028,"Wolfhagen, Hans-Staden-Stadt",2179.0,91.27,27.17,120.16,0.57,66.95,61.88,71.81,100.0,96.6,88.5,3.27,9.85,4.615,7.33898601,3.69,5.22,5.27,3.56,11.61,4.3,4.47,4.95,5.65
06633029,"Zierenberg, Stadt",1131.0,75.19,21.86,76.3,-0.09,67.91,64.27,71.33,100.0,97.0,88.7,3.12,12.82,4.155,14.0215603,4.18,5.95,6.0,6.6,11.55,2.7,4.52,3.74,10.61
06633030,Wesertal,946.0,77.81,0.26,97.06,-0.51,68.74,65.05,72.28,100.0,99.5,89.4,3.21,5.89,5.83,27.1888028,4.57,16.72,25.56,6.37,13.75,5.2,4.93,,
06633200,"Gutsbezirk Reinhardswald, gemfr. Gebiet",-99999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,98.1,81.5,50.0,5.25,7.04,6.4,18.0395238,5.37,12.24,15.63,7.56,18.38,-9999.0,4.83,5.84,11.25
06634001,"Borken (Hessen), Stadt",1099.0,98.23,57.06,152.26,-0.29,66.74,62.7,70.47,100.0,98.7,96.4,3.56,6.22,6.53,13.7726636,4.67,5.84,12.09,6.85,6.34,5.4,4.96,7.98,12.45
06634002,Edermünde,1184.0,98.16,97.27,287.89,0.2,72.35,66.83,77.7,100.0,99.7,97.7,2.62,8.43,4.355,14.1772642,2.97,7.35,8.79,7.15,5.12,2.2,3.72,2.87,8.56
06634003,"Felsberg, Stadt",1012.0,97.1,69.03,127.62,0.03,69.71,64.88,74.25,100.0,99.8,99.1,4.45,12.01,8.0,12.8169528,4.46,6.44,6.53,9.22,9.05,3.4,4.86,4.94,10.89
06634004,"Frielendorf, Marktflecken",1014.0,98.68,96.22,85.25,0.19,69.42,66.6,72.1,100.0,95.6,87.4,4.29,8.24,3.71,11.447,3.74,5.89,9.82,4.92,11.23,4.2,4.76,10.19,10.25
06634005,"Fritzlar, Dom- und Kaiserstadt",1252.0,96.87,42.1,169.25,0.48,65.24,61.15,69.27,100.0,96.5,88.4,3.86,11.0,7.18,5.59656904,5.73,5.68,5.21,3.81,4.69,4.8,5.15,5.81,6.15
06634006,Gilserberg,1067.0,95.41,92.2,47.94,-0.53,67.97,64.96,70.56,100.0,95.0,75.0,4.27,11.39,3.865,20.9008955,4.64,10.58,15.46,6.06,14.11,5.2,4.36,11.92,16.53
06634007,"Gudensberg, Stadt",1059.0,98.89,98.39,214.73,0.69,68.97,63.74,73.92,100.0,100.0,95.3,3.47,5.23,4.92,11.2060544,3.64,4.99,4.93,8.8,8.2,3.9,4.6,4.0,9.64
06634008,Guxhagen,2219.0,97.87,93.62,209.28,0.62,69.0,64.83,73.11,100.0,93.6,88.9,3.49,14.01,4.55,13.3592982,4.87,5.49,14.77,7.02,5.03,3.6,3.93,3.28,11.86
06634009,"Homberg (Efze), Reformationsstadt, Kreisstadt",1148.0,97.99,84.11,144.42,0.6,67.87,62.37,73.03,100.0,99.3,97.6,4.75,11.54,8.295,18.2087171,4.76,6.31,5.95,4.66,6.36,4.0,4.9,8.44,7.01
06634010,Jesberg,940.0,95.24,58.3,43.4,-1.39,65.77,64.94,66.52,100.0,97.2,86.7,4.35,11.82,6.97,19.7195699,4.56,16.01,18.49,10.01,15.66,4.2,3.79,10.57,16.32
06634011,Knüllwald,1341.0,89.99,0.1,44.17,0.14,68.34,64.95,71.46,99.9,97.6,90.9,4.35,12.95,4.39,20.0928713,5.99,14.44,13.55,6.84,7.31,7.7,7.43,8.87,11.51
06634012,Körle,1088.0,97.89,82.96,176.41,1.06,71.16,68.43,73.91,100.0,95.7,90.8,3.49,12.99,7.995,8.25825397,3.59,10.0,12.74,4.65,7.9,2.6,3.26,4.05,8.6
06634013,Malsfeld,1273.0,97.9,67.25,115.56,0.14,69.81,66.22,73.26,100.0,99.7,96.6,5.21,11.88,9.18,11.0836283,5.25,10.94,10.89,7.28,6.15,7.9,8.61,6.5,9.77
06634014,"Melsungen, Stadt",2235.0,97.72,86.79,220.42,0.33,68.37,63.35,73.25,99.4,65.0,55.9,3.69,6.23,6.105,5.43564356,4.62,6.3,6.26,4.38,12.15,3.9,4.37,5.32,6.45
06634015,Morschen,994.0,91.62,47.51,66.36,-0.37,71.03,67.61,74.23,99.5,92.9,71.0,3.36,12.82,11.06,16.0411702,4.15,12.96,12.85,10.23,14.69,4.4,4.04,7.47,14.41
06634016,Neuental,901.0,97.36,95.65,77.94,-0.16,72.0,71.13,72.79,100.0,100.0,95.9,3.3,10.51,3.23,14.9385714,4.25,11.12,14.9,7.05,10.63,4.3,4.26,9.71,12.36
06634017,"Neukirchen, Stadt",997.0,95.45,1.44,106.05,0.01,62.81,61.51,64.03,100.0,95.3,77.5,2.73,4.07,4.06,13.2155634,4.65,5.69,12.56,3.79,14.22,3.8,3.72,10.95,12.77
06634018,"Niedenstein, Stadt",928.0,98.88,98.6,182.2,1.14,70.36,65.49,75.06,100.0,100.0,94.6,4.35,3.87,10.84,15.7918812,4.93,8.67,8.76,4.54,12.73,3.2,4.33,3.66,12.1
06634019,Oberaula,853.0,92.18,0.0,74.73,0.42,65.39,63.47,67.12,100.0,98.4,93.5,3.27,13.35,3.41,23.9283871,3.43,14.04,18.37,3.48,13.07,3.3,3.37,9.52,20.0
06634020,Ottrau,1162.0,93.41,0.22,44.62,-0.34,68.37,69.03,67.74,100.0,98.1,95.6,3.61,10.7,3.69,19.5115,3.92,11.53,18.18,8.31,17.18,3.8,7.75,9.25,13.49
06634021,Schrecksbach,1113.0,88.39,0.0,81.43,-0.42,68.99,69.94,68.13,100.0,95.7,83.6,2.48,8.12,7.655,11.6082667,3.1,8.95,11.86,7.27,13.64,1.9,2.99,10.96,10.7
06634022,"Schwalmstadt, Konfirmationsstadt",1272.0,96.56,64.99,218.04,0.41,65.18,65.5,64.89,100.0,98.9,96.2,3.28,5.81,7.52,7.90370861,5.37,5.08,4.87,6.35,4.28,2.9,3.72,11.64,7.36
06634023,"Schwarzenborn, Stadt",1326.0,93.35,3.99,44.94,-1.04,58.49,60.61,56.97,100.0,99.4,96.0,2.75,8.01,6.76,17.6402564,10.32,12.21,16.67,9.03,14.52,2.2,9.13,10.83,16.64
06634024,"Spangenberg, Liebenbachstadt",1189.0,96.03,0.18,62.65,-0.5,68.86,65.48,71.87,100.0,87.7,70.2,4.93,5.88,5.605,16.7220571,6.08,6.08,6.08,5.1,22.61,5.5,5.83,6.87,13.09
06634025,Wabern,1040.0,93.13,23.4,144.86,0.27,69.39,64.8,73.78,100.0,99.7,99.5,4.47,13.12,11.6,11.2836913,3.42,8.65,8.04,4.39,7.51,4.5,4.7,6.35,9.43
06634026,Willingshausen,1009.0,98.65,97.4,80.41,0.17,68.66,66.99,70.28,100.0,96.0,90.1,3.23,10.03,7.035,10.3886923,5.43,8.34,8.2,6.78,8.77,4.7,4.16,12.14,10.0
06634027,Bad Zwesten,1031.0,95.33,53.16,97.14,-0.35,67.56,66.07,69.04,100.0,95.1,86.1,3.52,5.47,6.5,15.6302273,4.43,12.81,14.71,4.42,11.75,4.0,4.54,8.91,14.37
06635001,Allendorf (Eder),3344.0,78.3,52.37,138.98,0.74,97.2,86.89,107.11,100.0,92.4,75.5,3.36,7.22,4.96,13.6885235,3.86,10.1,10.31,2.89,9.83,2.7,3.15,12.45,15.74
06635002,"Bad Arolsen, Stadt",1231.0,96.3,75.91,126.41,0.69,67.08,63.37,70.66,100.0,92.8,76.3,4.52,6.39,4.635,6.64078176,5.04,6.06,6.23,4.38,6.85,3.9,5.06,7.7,7.26
06635003,"Bad Wildungen, Stadt",1286.0,96.97,80.53,146.5,0.6,70.43,71.25,69.63,99.5,89.8,86.5,4.79,5.34,6.33,7.33013201,4.61,7.57,7.45,4.15,12.52,2.7,4.93,8.73,8.39
06635004,"Battenberg (Eder), Stadt",1253.0,90.19,56.49,84.99,0.79,71.5,66.45,76.15,97.0,84.4,67.7,3.03,6.18,4.34,16.2205469,4.84,6.38,6.38,4.72,14.33,2.5,4.83,11.28,17.77
06635005,Bromskirchen,,,,54.83,0.06,0.0,0.0,0.0,93.7,73.2,54.7,3.46,-9999.0,6.28,-9999.0,-9999.0,-9999.0,-9999.0,3.81,15.17,3.4,5.64,11.99,14.55
06635006,Burgwald,1318.0,97.63,51.13,121.89,0.2,69.34,65.98,72.55,100.0,93.2,86.6,3.56,8.67,8.67,10.7991509,4.53,8.24,9.57,4.37,6.71,5.4,6.31,12.41,6.28
06635007,Diemelsee,1044.0,89.35,28.1,38.7,-0.4,70.19,66.92,73.24,100.0,93.4,82.3,3.71,6.81,5.325,16.5576316,6.1,6.18,16.06,7.07,16.04,5.6,5.41,11.77,12.27
06635008,"Diemelstadt, Stadt",1814.0,96.98,92.62,64.86,0.63,68.84,63.37,73.87,100.0,96.6,91.7,4.1,6.67,4.72,11.7491391,4.61,5.89,14.52,5.26,7.93,4.6,4.22,9.2,7.24
06635009,"Edertal, Nationalparkgemeinde",972.0,91.69,12.69,53.78,-0.26,69.14,66.47,71.88,99.8,90.4,70.8,4.29,12.71,11.105,13.2059438,7.5,7.62,14.12,6.57,6.91,3.6,6.42,7.83,10.1
06635010,"Frankenau, Nationalparkstadt",945.0,92.76,64.94,51.2,0.17,69.35,66.52,72.17,97.7,82.7,48.7,4.69,13.01,9.15,15.2695556,4.32,11.12,12.25,5.2,14.08,4.1,4.83,11.04,14.05
06635011,"Frankenberg (Eder), Philipp-Soldan-Stadt",1381.0,96.9,53.54,144.43,0.32,71.75,66.35,76.82,98.8,89.0,68.0,4.26,6.39,6.19,7.15314815,3.82,5.86,6.07,5.17,5.63,3.6,4.93,13.15,6.46
06635012,"Gemünden (Wohra), Stadt",1132.0,94.77,12.73,67.54,0.76,67.6,66.46,68.69,100.0,87.4,76.7,3.06,15.6,4.07,20.4941964,3.3,3.75,16.53,6.41,16.21,3.3,2.93,12.27,15.3
06635013,Haina (Kloster),998.0,87.39,58.01,37.37,-0.46,64.74,68.11,62.05,100.0,96.8,92.2,3.83,10.5,6.42,15.5555906,5.05,9.86,13.98,5.47,16.01,4.1,5.15,11.25,14.23
06635014,"Hatzfeld (Eder), Stadt",1219.0,87.68,36.38,50.64,-0.4,72.5,64.75,80.2,99.8,95.2,51.8,3.86,11.54,10.85,20.8053684,4.73,11.91,11.91,4.1,15.79,4.2,4.07,10.15,14.41
06635015,"Korbach, Hansestadt, Kreisstadt",1597.0,97.83,87.67,191.01,0.06,69.64,62.91,76.18,100.0,97.8,91.2,3.54,5.61,5.57,7.23919137,4.93,5.72,9.27,3.71,7.41,4.4,5.03,10.76,6.3
06635016,"Lichtenfels, Stadt",996.0,91.12,4.19,42.71,-0.01,73.56,69.2,77.52,100.0,92.7,78.0,6.05,11.68,10.98,13.8909091,4.95,7.85,15.6,10.28,15.24,7.2,11.17,12.25,12.9
06635017,"Rosenthal, Stadt",1154.0,95.84,69.16,41.45,-0.47,69.03,64.81,72.99,99.6,79.9,55.4,2.98,12.67,2.57,16.6652381,3.27,12.67,13.47,9.34,11.62,2.5,3.36,11.79,10.63
06635018,Twistetal,1070.0,95.25,56.53,57.05,-0.77,71.64,68.99,74.05,100.0,97.2,92.7,3.35,9.83,4.815,10.2102878,5.8,9.08,9.6,5.12,9.05,6.4,7.88,8.85,8.44
06635019,"Vöhl, Nationalparkgemeinde",907.0,93.18,40.28,55.81,-0.32,72.35,68.34,76.3,99.9,95.2,72.5,6.68,14.28,4.91,13.822,4.65,6.45,14.21,6.59,14.54,4.8,6.18,10.29,13.52
06635020,"Volkmarsen, Stadt",1219.0,96.99,77.22,100.33,-0.23,69.11,65.97,72.08,100.0,98.7,91.0,3.83,8.63,4.1,11.7856886,5.6,5.61,11.46,7.7,10.01,4.8,4.55,6.71,10.21
06635021,"Waldeck, Nationalparkstadt",1152.0,91.03,0.63,58.86,0.15,70.31,65.87,74.58,100.0,97.0,74.1,4.17,14.09,5.92,16.4847391,6.21,7.03,16.11,5.52,12.28,4.2,6.05,7.6,13.35
06635022,Willingen (Upland),2131.0,88.27,0.03,80.01,1.16,70.16,66.14,74.1,99.9,95.6,88.4,4.72,7.13,6.82,18.7458291,4.97,7.35,8.01,4.19,18.23,6.5,4.49,13.92,15.49
06636001,"Bad Sooden-Allendorf, Stadt",948.0,97.93,43.51,113.82,-0.47,58.16,60.5,56.08,99.9,93.9,74.0,4.9,5.52,8.17,17.2080117,6.44,6.67,6.67,5.07,5.87,5.1,5.32,7.72,7.63
06636002,Berkatal,1353.0,95.0,0.0,77.06,0.07,67.05,63.89,70.14,100.0,99.2,90.3,3.16,9.42,13.13,16.8443478,8.64,11.77,11.76,9.69,10.67,3.7,8.02,8.25,10.01
06636003,"Eschwege, Kreisstadt",1363.0,98.62,93.47,307.81,-0.18,63.19,59.99,66.46,99.9,93.5,91.5,3.21,6.17,10.935,6.00057692,4.1,5.02,4.66,4.15,14.46,3.7,3.76,10.43,6.45
06636004,"Großalmerode, Stadt",977.0,96.52,93.87,166.4,-0.42,71.28,66.28,76.14,99.9,97.4,81.5,3.08,13.08,7.115,13.8927972,4.52,5.2,5.2,4.57,17.39,3.1,4.49,6.35,12.01
06636005,Herleshausen,1032.0,93.31,42.07,47.39,0.24,65.15,66.32,64.14,100.0,98.2,98.5,5.88,6.51,10.285,14.4639252,5.71,5.92,23.47,12.23,6.53,4.6,5.3,14.09,13.15
06636006,"Hessisch Lichtenau, Stadt",1121.0,95.73,88.08,119.16,0.51,68.62,63.04,73.86,100.0,96.9,86.3,4.72,6.66,10.98,8.29206107,3.94,7.93,7.93,6.12,23.51,4.2,4.99,6.08,6.89
06636007,Meinhard,1049.0,96.94,78.17,115.09,-0.24,66.65,64.62,68.7,99.9,97.8,89.2,4.25,9.25,6.92,8.85586538,4.75,8.28,6.93,5.93,17.15,5.8,4.69,9.58,8.15
06636008,Meißner,930.0,93.9,0.29,65.83,-0.37,66.24,63.55,68.89,100.0,97.7,78.9,3.6,13.91,13.51,14.3685227,4.13,12.74,12.59,11.98,13.79,3.8,3.64,8.6,11.42
06636009,Neu-Eichenberg,952.0,90.06,0.13,65.37,-0.21,68.71,69.58,67.9,100.0,99.7,98.3,6.54,15.78,9.685,12.6647143,4.35,14.35,14.35,10.08,14.05,4.9,9.11,4.67,8.11
06636010,Ringgau,806.0,93.14,65.87,42.93,-0.38,70.28,68.39,72.03,100.0,96.2,89.7,3.78,13.59,7.14,18.4348421,5.57,12.98,17.2,17.13,16.52,4.5,4.8,12.45,14.98
06636011,"Sontra, Stadt",969.0,96.0,67.39,67.95,-0.75,63.91,59.0,68.41,99.6,91.7,75.5,4.13,17.59,6.075,19.3425352,4.93,7.3,7.69,16.86,22.57,5.9,6.44,11.05,8.31
06636012,"Waldkappel, Stadt",1130.0,94.91,25.6,43.83,-0.36,64.69,59.4,69.77,99.5,88.7,72.2,6.55,15.67,6.845,17.8398788,6.11,15.55,15.5,14.9,25.81,5.7,5.65,8.65,14.23
06636013,"Wanfried, Stadt",964.0,97.91,96.96,90.17,0.25,61.69,58.83,64.57,100.0,96.4,93.0,3.84,15.72,5.2,14.8564444,4.31,13.83,13.7,8.77,30.47,3.7,3.9,11.32,13.63
06636014,Wehretal,1052.0,96.75,78.82,127.53,-0.02,67.01,66.35,67.7,99.9,90.8,81.5,2.92,9.61,9.81,9.81401961,4.39,9.88,9.54,8.07,17.81,3.3,3.68,10.5,9.6
06636015,Weißenborn,631.0,96.62,95.05,61.18,-1.3,61.99,57.58,66.55,99.9,92.4,44.8,7.11,15.7,11.46,14.9334483,10.08,13.9,13.9,13.87,22.97,7.5,9.84,12.45,16.3
06636016,"Witzenhausen, Stadt",1304.0,95.76,78.07,118.35,-0.21,64.47,60.42,68.69,99.9,95.1,85.8,4.7,18.45,9.705,7.97950617,5.55,9.26,9.26,6.21,9.57,5.7,6.18,5.91,9.23
06636200,"Gutsbezirk Kaufunger Wald, gemfr. Gebiet",-99999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,96.3,73.0,61.5,3.95,15.46,5.02,14.8083333,4.13,8.8,10.69,6.19,14.87,-9999.0,4.31,5.02,14.43
07111000,"Koblenz, Stadt",1910.0,97.54,78.1,1095.18,0.25,61.32,57.46,65.07,100.0,99.9,98.9,2.98,6.71,9.195,6.10384397,2.54,5.43,5.34,4.38,5.61,1.8,2.62,1.29,6.67
07131001,"Adenau, Stadt",1233.0,95.86,89.44,159.27,0.43,63.91,60.51,67.07,100.0,100.0,95.8,1.77,26.38,19.495,3.1984,3.19,3.42,3.14,2.59,24.56,2.2,2.42,1.75,3.11
07131002,Ahrbrück,1375.0,92.4,59.65,83.97,-2.37,66.36,59.05,73.33,100.0,98.7,89.7,3.32,21.97,17.75,15.2434286,2.91,15.4,16.58,9.1,22.22,1.9,7.64,4.61,19.0
07131003,Altenahr,1084.0,95.57,83.03,100.61,-4.03,66.52,65.56,67.44,100.0,99.8,90.5,6.33,17.07,13.17,16.3172222,8.55,10.58,17.17,2.86,17.4,3.0,2.89,5.58,15.0
07131004,Antweiler,2182.0,95.79,54.02,107.62,-1.47,66.54,66.94,66.2,100.0,97.8,44.3,10.02,24.84,20.415,15.6573684,1.65,17.94,16.99,15.8,32.0,7.3,14.6,3.08,15.58
07131005,Aremberg,796.0,86.21,0.0,22.06,0.0,67.26,60.38,73.33,100.0,84.9,67.0,15.21,29.9,14.815,20.6484615,6.66,22.93,21.98,12.95,32.7,1.2,12.6,3.65,17.13
07131006,"Bad Breisig, Stadt",962.0,98.35,27.39,488.71,0.79,63.58,57.44,69.57,100.0,96.2,94.7,3.74,4.22,12.28,10.6957143,4.56,9.24,9.25,8.1,15.43,2.0,2.97,6.0,9.82
07131007,"Bad Neuenahr-Ahrweiler, Stadt",1353.0,97.9,87.07,420.78,-0.98,67.28,64.44,70.11,100.0,95.9,92.3,2.92,17.54,6.58,5.9444358,4.0,5.94,6.34,4.2,16.42,3.1,4.04,6.72,7.59
07131008,Barweiler,1955.0,0.0,0.0,45.66,0.37,65.65,61.74,69.57,100.0,90.6,75.6,10.28,23.62,15.11,13.0,11.19,13.05,13.24,8.78,28.73,12.0,12.34,1.59,10.84
07131009,Bauler,786.0,83.87,0.0,22.75,-3.69,65.63,66.67,64.71,100.0,100.0,99.2,8.11,17.67,9.97,16.262,9.41,9.41,15.91,8.28,24.84,9.6,9.31,1.23,13.25
07131011,Berg,864.0,92.56,65.57,69.29,0.91,64.44,61.89,66.92,100.0,96.7,73.2,10.98,15.18,17.21,24.3991667,5.73,16.26,23.43,12.97,23.41,12.6,12.1,6.03,14.82
07131014,Brohl-Lützing,982.0,97.74,47.78,272.34,0.15,70.72,62.29,78.29,100.0,99.9,94.2,5.1,9.45,10.72,13.0243182,4.21,10.34,12.56,6.93,11.62,4.5,5.69,5.02,12.28
07131015,Dankerath,688.0,90.0,0.0,21.78,-1.56,62.79,39.13,90.0,100.0,100.0,89.8,6.54,23.62,15.47,14.665,11.54,14.65,16.0,14.5,25.14,11.6,14.33,2.13,15.09
07131016,Dedenbach,726.0,96.53,34.65,63.79,1.55,66.45,64.47,68.39,100.0,94.3,70.4,7.16,17.92,17.58,16.033,6.5,7.8,15.69,8.49,11.8,6.9,6.91,5.87,17.41
07131017,Dernau,1215.0,97.45,97.32,229.77,-4.77,69.76,66.93,72.43,100.0,100.0,99.1,1.87,19.09,8.48,7.32952381,2.86,10.1,11.53,4.86,19.21,2.0,8.46,6.07,8.75
07131018,Dorsel,626.0,1.2,1.2,24.86,-0.96,63.95,73.17,55.56,100.0,98.9,61.9,11.17,28.33,18.83,19.2133333,9.75,20.4,20.55,14.11,27.72,9.1,10.33,3.19,16.04
07131021,Eichenbach,953.0,100.0,0.0,15.14,1.11,56.82,44.44,65.38,100.0,81.6,55.3,12.12,26.93,18.345,22.164,7.75,24.45,23.5,16.2,37.11,4.5,15.85,3.67,19.81
07131022,Fuchshofen,686.0,100.0,95.45,34.15,1.32,50.98,58.33,44.44,100.0,79.4,57.3,6.5,21.32,23.52,18.38,5.04,20.67,19.72,18.55,36.98,7.1,18.3,3.15,15.82
07131025,Gönnersdorf,673.0,96.28,94.8,130.75,1.02,69.02,64.32,73.74,100.0,98.0,97.2,8.34,11.96,14.85,17.925,10.67,10.65,15.19,4.3,9.29,9.2,8.39,5.82,15.32
07131026,Harscheid,867.0,88.06,13.43,44.41,-0.83,70.37,72.97,68.18,100.0,94.6,92.6,4.94,18.1,30.75,16.5385714,14.45,18.84,17.89,16.73,33.76,6.4,16.48,4.0,16.22
07131027,Heckenbach,811.0,82.84,35.07,8.49,-0.67,59.03,56.0,62.32,100.0,97.8,78.5,9.02,30.6,16.11,21.8848571,10.5,19.78,21.48,20.21,22.06,16.2,13.95,4.3,19.55
07131028,Herschbroich,889.0,92.31,0.0,37.14,0.3,65.28,70.15,61.04,100.0,100.0,100.0,3.6,24.79,16.93,6.98222222,6.69,6.83,6.63,6.49,20.6,5.8,6.02,1.45,6.4
07131029,Hönningen,1133.0,99.59,64.77,103.79,0.04,69.6,64.22,75.0,100.0,98.7,87.1,6.06,24.09,20.85,11.9846429,6.23,14.29,13.33,11.45,25.35,4.5,10.33,4.01,12.06
07131030,Hoffeld,628.0,32.09,32.09,58.83,1.57,71.2,68.89,73.4,100.0,99.8,85.2,6.14,26.33,19.31,11.8966667,8.09,14.18,13.23,11.92,25.84,9.3,10.22,2.55,12.27
07131032,Honerath,843.0,93.94,0.0,79.6,1.05,67.39,60.0,74.47,100.0,100.0,90.9,4.63,31.37,22.88,4.94,6.33,7.23,6.27,5.11,29.71,4.2,4.86,1.84,4.35
07131033,Hümmel,821.0,96.61,64.41,30.87,0.76,60.63,56.46,64.29,100.0,87.5,75.0,7.61,16.49,20.71,22.9910811,7.89,27.22,26.73,13.4,27.01,7.9,15.87,4.86,14.2
07131034,Insul,1047.0,98.07,51.21,88.62,-0.82,65.09,60.87,69.34,100.0,100.0,96.6,3.74,20.69,25.77,9.68,11.09,11.98,11.03,9.86,30.46,1.6,9.62,3.33,11.09
07131036,Kalenborn,977.0,23.0,0.0,164.58,1.16,65.42,62.33,68.78,100.0,100.0,96.8,6.51,13.51,8.91,16.2223077,6.78,6.84,13.53,5.96,13.66,7.8,8.7,6.57,10.91
07131037,Kaltenborn,729.0,88.27,0.56,15.63,-0.46,66.67,63.64,69.72,100.0,97.8,74.3,9.03,27.41,17.24,13.38,9.35,13.23,13.03,14.38,23.35,10.7,11.87,2.95,11.46
